province,return_period,original_fit_rr,rr_bootstrap_median,rr_lower_95,rr_upper_95,rr_valid_bootstraps,original_fit_ric,ric_bootstrap_median,ric_lower_95,ric_upper_95,ric_valid_bootstraps
Guizhou Province,16.029602150038478,1.8899595656141959,1.8966986954148648,1.2499800435815684,3.278649503427541,1000,-18.186257283265522,-18.256111003598292,-28.824190695433774,-7.562237940675721,1000
Guizhou Province,16.25693698492072,1.899046842684503,1.9059356003753885,1.252983437676928,3.321013563400605,1000,-18.15940563100766,-18.219479700395652,-28.773571783638513,-7.552665518817866,1000
Guizhou Province,16.487495925221637,1.908228059405151,1.9162579400655604,1.2560252627611395,3.3546371182016466,1000,-18.133378929007723,-18.169398091105855,-28.706813649121372,-7.565830350513575,1000
Guizhou Province,16.721324695811123,1.9175040602760824,1.9283078499813397,1.259105712736815,3.3865226472664887,1000,-18.108157420411217,-18.128929894976203,-28.623014038320527,-7.579415777748712,1000
Guizhou Province,16.9584696700378,1.926875700057931,1.9410957650529366,1.2623103255751595,3.416043965653454,1000,-18.083721912791216,-18.12783143700753,-28.60650994235483,-7.581389193098474,1000
Guizhou Province,17.198977878925845,1.9363438438938034,1.9504284535444287,1.2655610119286378,3.446920071102464,1000,-18.060053758843427,-18.13251189853665,-28.586076729171786,-7.51339462378794,1000
Guizhou Province,17.442897020502272,1.9459093674327914,1.9620169843218938,1.2696212730279595,3.483619703074123,1000,-18.037134837860126,-18.101202788849527,-28.54162495467791,-7.446370182164777,1000
Guizhou Province,17.690275469256502,1.955573156954682,1.9733193581938737,1.2720732213729973,3.5190224208309484,1000,-18.014947537938166,-18.048803995738794,-28.497802634089183,-7.415730441003736,1000
Guizhou Province,17.941162285734062,1.9653361094962145,1.9841274168720275,1.2753606418857784,3.5533179711957863,1000,-17.993474738894193,-18.008151406004984,-28.453316186024754,-7.367175662126374,1000
Guizhou Province,18.195607226266368,1.975199132979008,1.9941613382488914,1.2786877837029327,3.583363173410957,1000,-17.972699795851913,-17.982667185003475,-28.373039442708905,-7.3475914142203615,1000
Guizhou Province,18.453660752838495,1.9851631463388493,2.003193295448664,1.2820548616041572,3.6121675528601176,1000,-17.952606523471466,-17.938383659781664,-28.267828848146902,-7.364437679849975,1000
Guizhou Province,18.715374043096883,1.9952290796565957,2.0133681478402394,1.2855137713168239,3.6592278076618037,1000,-17.933179180791832,-17.881699220251832,-28.21729930162836,-7.380070590375856,1000
Guizhou Province,18.98079900049901,2.005397874290877,2.025639018980417,1.289039520959678,3.695113430460808,1000,-17.914402456659577,-17.852981907274746,-28.186903443810834,-7.413709700106183,1000
Guizhou Province,19.249988264606937,2.015670483012263,2.0376289864252444,1.2936977009931399,3.732560743617053,1000,-17.896261455719,-17.820478029459863,-28.157312292228657,-7.467332564781601,1000
Guizhou Province,19.5229952215269,2.026047870138879,2.051648006989309,1.2992188209237265,3.770412368238597,1000,-17.878741684931608,-17.785916053517383,-28.128317724280627,-7.521047525089107,1000
Guizhou Province,19.799874014496957,2.036531011674254,2.064347163715592,1.3048231568869308,3.8240461641952477,1000,-17.86182904061519,-17.781278081146798,-28.09944669182048,-7.574847174678928,1000
Guizhou Province,20.080679554624734,2.0471208954464912,2.0779390675134657,1.3105115619371037,3.8790429013800662,1000,-17.845509795968333,-17.784057443563967,-28.0644510735292,-7.628149945570652,1000
Guizhou Province,20.365467531777558,2.057818521249171,2.088877898671508,1.3126052733196754,3.927948874791259,1000,-17.82977058905836,-17.762304859920363,-28.045372213078174,-7.623352099290729,1000
Guizhou Province,20.65429442562691,2.068624900984339,2.097762722268536,1.3146383050487123,3.9722168487430025,1000,-17.81459841126927,-17.771256463011987,-28.020326312910104,-7.618863313090461,1000
Guizhou Province,20.947217516849612,2.079541058807047,2.1063327654928514,1.3166917244368843,4.01695887519557,1000,-17.799980596164453,-17.781439840706465,-27.99570203214413,-7.614676304142645,1000
Guizhou Province,21.244294898487812,2.090568031271666,2.1220681377249253,1.3187655933021545,4.055577777294452,1000,-17.7859048087699,-17.758827142705638,-27.971271980049114,-7.632394131041711,1000
Guizhou Province,21.54558548747015,2.101706867480436,2.1337333675245556,1.3222037787899499,4.0900317814055045,1000,-17.772359035246495,-17.73535104130209,-27.94751694315171,-7.659848906544637,1000
Guizhou Province,21.851149036296203,2.1129586292335576,2.1433512176292986,1.3254262011078466,4.132445428130182,1000,-17.759331572938763,-17.729474887548765,-27.93480849981582,-7.687343724956084,1000
Guizhou Province,22.161046144886758,2.1243243911813416,2.152808698262536,1.3249802334478673,4.184361854886795,1000,-17.746811020785138,-17.71490705666638,-27.901974726811925,-7.681498885714083,1000
Guizhou Province,22.475338272602087,2.1358052409783794,2.1654874507875856,1.3270210956774746,4.238611381812178,1000,-17.73478627007494,-17.696006248673463,-27.871940510575055,-7.672289774650399,1000
Guizhou Province,22.794087750430666,2.1474022794394965,2.1783210816989964,1.3290813753304132,4.293716573461861,1000,-17.723246495532646,-17.685996718787326,-27.841784457292363,-7.6635242507473516,1000
Guizhou Province,23.11735779335081,2.159116620698127,2.1919527934647616,1.3312596165077049,4.349825176734467,1000,-17.712181146726564,-17.67304125030602,-27.812242494674397,-7.655192630146691,1000
Guizhou Province,23.44521251286752,2.170949392366309,2.2040683739915377,1.333498064212056,4.402893034141377,1000,-17.70157993977669,-17.66806802401058,-27.783302565435196,-7.6472854715815455,1000
Guizhou Province,23.777716929727255,2.1829017356969005,2.2178875264358107,1.3367436048104366,4.454778948366964,1000,-17.69143284935587,-17.657398664909906,-27.75495290148084,-7.639793569192583,1000
Guizhou Province,24.11493698681292,2.1949748057481866,2.2322393657998907,1.341709857239566,4.50749160955004,1000,-17.681730100974562,-17.63601372174639,-27.72718201554501,-7.63270794559795,1000
Guizhou Province,24.456939562221798,2.207169771550205,2.245970823385301,1.346740941013217,4.561003492559209,1000,-17.672462163531982,-17.68346123810192,-27.69997869311285,-7.6260198451948895,1000
Guizhou Province,24.80379248252897,2.2194878162735914,2.2619195596203676,1.3518374145989054,4.614189345140443,1000,-17.663619742125267,-17.700602081605922,-27.673193126096262,-7.620080655218918,1000
Guizhou Province,25.155564536238728,2.2319301374003837,2.2765681117417076,1.3569998447880514,4.645525377963966,1000,-17.65519377110914,-17.700299591147505,-27.64650917674447,-7.624751770339061,1000
Guizhou Province,25.5123254874269,2.2444979468973756,2.2874896745339433,1.3622288067997113,4.684086039249662,1000,-17.64717540739252,-17.68165511768533,-27.620362905576123,-7.658147150558056,1000
