province,return_period,original_fit_rr,rr_bootstrap_median,rr_lower_95,rr_upper_95,rr_valid_bootstraps,original_fit_ric,ric_bootstrap_median,ric_lower_95,ric_upper_95,ric_valid_bootstraps
Chongqing Municipality,8.872614851261718,1.2713438326536723,1.2649462841072492,0.9356323871604135,1.7593618665398674,1000,-9.842535954093162,-9.691717138485956,-20.584074112841332,3.0686681046252406,1000
Chongqing Municipality,8.998447945140505,1.27351120096655,1.2664076600761338,0.9366496304291287,1.7658730023230043,1000,-9.80919100484939,-9.677951928574906,-20.525884937778173,2.9758460985851753,1000
Chongqing Municipality,9.126065627641761,1.2756947144081345,1.2685312334724577,0.9363778937612601,1.7715444705665149,1000,-9.776736481063333,-9.63727547738621,-20.467040880427806,2.977107634585377,1000
Chongqing Municipality,9.255493208137237,1.2778944092407258,1.2706946048913919,0.936789107002281,1.7772505734039201,1000,-9.745147399617599,-9.628101519778275,-20.368782130679936,2.979909295726144,1000
Chongqing Municipality,9.386756354940953,1.280110321994313,1.2726068503052899,0.9364923326670305,1.7856600533388627,1000,-9.714399648345493,-9.600071621259378,-20.210077344847313,2.959672133875379,1000
Chongqing Municipality,9.519881100399797,1.282342489476579,1.2758915962135504,0.936199437309615,1.7945252394203979,1000,-9.684469949167307,-9.583636337440122,-20.099513183089037,2.9242541160575293,1000
Chongqing Municipality,9.654893846056298,1.2845909487824805,1.2787280707226385,0.9359104057164352,1.8017916013324549,1000,-9.655335823067828,-9.559405909241141,-20.050029671816667,2.890179949217459,1000
Chongqing Municipality,9.791821367884632,1.2868557373034408,1.282361528259063,0.9356252227177377,1.810540162419514,1000,-9.626975556808985,-9.545345258104213,-20.00164709689571,2.873878560858595,1000
Chongqing Municipality,9.930690821600875,1.2891368927361524,1.2856082933475494,0.9350999580674967,1.8166107830752363,1000,-9.599368171279064,-9.48490348362715,-19.95721926396325,2.9043944317607227,1000
Chongqing Municipality,10.071529748048581,1.291434453091019,1.288479900258841,0.9344935788551438,1.8234432575305533,1000,-9.572493391384373,-9.462241598323274,-19.914262516394878,2.9374041338630237,1000
Chongqing Municipality,10.214366078660744,1.293748456700262,1.2907911114954151,0.9339006742028704,1.8288190115095564,1000,-9.546331617398435,-9.428762724265297,-19.872417374444428,2.8411881306994182,1000
Chongqing Municipality,10.35922814099918,1.2960789422256944,1.2928475420389323,0.9333308449522745,1.8334903153018345,1000,-9.52086389768609,-9.386459599532888,-19.828932738752503,2.812593137539789,1000
Chongqing Municipality,10.506144664372531,1.2984259486661809,1.2952307157509755,0.9323611291760165,1.8411546196915611,1000,-9.496071902726763,-9.375165120278094,-19.776221968672548,2.8465106597037555,1000
Chongqing Municipality,10.655144785533896,1.300789515364821,1.2979934109741484,0.9324203091037743,1.851965501314713,1000,-9.471937900366196,-9.332828456218666,-19.73474049158009,2.862569096273742,1000
Chongqing Municipality,10.806258054459285,1.3031696820158216,1.3008927779501547,0.9319634869460353,1.860762066816587,1000,-9.448444732228472,-9.309458702601063,-19.694170288910247,2.900474154456656,1000
Chongqing Municipality,10.959514440208048,1.3055664886711356,1.30260762086451,0.9312299902164287,1.8684557975630474,1000,-9.42557579122695,-9.303544898908902,-19.65448866378621,2.9376835021728978,1000
Chongqing Municipality,11.114944336866362,1.3079799757468187,1.3062023030595382,0.9314466222564968,1.8762007671407201,1000,-9.403315000113988,-9.287455291936038,-19.615368027764262,2.898770207636338,1000
Chongqing Municipality,11.272578569575057,1.3104101840291604,1.30942303043736,0.9310085535098221,1.8838592963826222,1000,-9.38164679101489,-9.259862844700038,-19.57310332368035,2.8034098233796447,1000
Chongqing Municipality,11.432448400642912,1.3128571546805845,1.3109133661536365,0.9296996527424681,1.8915673460049558,1000,-9.36055608589382,-9.22334297649699,-19.512340836718757,2.7118092748598435,1000
Chongqing Municipality,11.594585535746647,1.31532092924533,1.312240949282347,0.9292212165454181,1.8993252125754316,1000,-9.340028277902425,-9.2172006105288,-19.452458106274282,2.7600850868474094,1000
Chongqing Municipality,11.75902213021888,1.3178015496548963,1.3135874500114226,0.9287787057152057,1.908920341504564,1000,-9.32004921356573,-9.18595246702467,-19.393435879267997,2.807819800802295,1000
Chongqing Municipality,11.925790795425188,1.3202990582333953,1.31403711451948,0.9303418187445375,1.9152032564293417,1000,-9.30060517576178,-9.160564431876406,-19.33525546493348,2.7806774745997336,1000
Chongqing Municipality,12.094924605231677,1.3228134977025066,1.3155420628901842,0.9302555180076728,1.9243322004689154,1000,-9.281682867453851,-9.12378277212581,-19.277814672011736,2.7299016642851877,1000
Chongqing Municipality,12.266457102564248,1.3253449111865379,1.3189588302837971,0.9287453678790871,1.93406560560441,1000,-9.263269396137964,-9.099677893658296,-19.220451011092266,2.679228105358857,1000
Chongqing Municipality,12.440422306060885,1.327893342217034,1.3224600204139811,0.9291373999610693,1.9438968484984327,1000,-9.245352258967952,-9.109993468753983,-19.198591815256737,2.605319774225526,1000
Chongqing Municipality,12.61685471681832,1.3304588347373945,1.3256526261712582,0.9311553019289508,1.953826814484238,1000,-9.227919328525754,-9.101400600205984,-19.200696565284016,2.5761962946594625,1000
Chongqing Municipality,12.795789325234312,1.3330414331073828,1.3285575672645058,0.9311112801540614,1.9638563996523997,1000,-9.210958839202679,-9.107889413316908,-19.157082259555626,2.526310486785993,1000
Chongqing Municipality,12.97726161794703,1.3356411821072685,1.3318071852961682,0.9312354708257151,1.9739472388637094,1000,-9.19445937416393,-9.103128673908664,-19.15194964391854,2.5262488068073603,1000
Chongqing Municipality,13.161307584872835,1.338258126942059,1.3333347161389266,0.9307031662323069,1.9839573028720896,1000,-9.178409852865117,-9.092757866204146,-19.146356487993906,2.5437848812924617,1000
Chongqing Municipality,13.34796372634384,1.3408923132454602,1.3347720884527752,0.930501908410703,2.001204024460486,1000,-9.162799519095433,-9.073786453859144,-19.06554622588917,2.5324574349818376,1000
Chongqing Municipality,13.537267060346762,1.3435437870837976,1.3358622562275588,0.9303165452444101,2.0222000724112754,1000,-9.147617929521012,-9.040937051492664,-18.96986285877422,2.5041914556020215,1000
Chongqing Municipality,13.729255129864352,1.346212594959749,1.3392366783278211,0.9304889432407168,2.0383075975805482,1000,-9.132854942705425,-9.00997010491593,-18.88652040729696,2.4714282902765268,1000
Chongqing Municipality,13.923966010321017,1.3488987838160351,1.3406377423929783,0.9307635465443034,2.045388526272983,1000,-9.11850070858377,-8.97924479136121,-18.865573868207427,2.4386805324459218,1000
Chongqing Municipality,14.121438317133991,1.3516024010388719,1.3431408966378573,0.9310528867746155,2.0523273129935458,1000,-9.104545658366378,-8.954963586788928,-18.845295225102642,2.4059510341383907,1000
Chongqing Municipality,14.321711213371648,1.3543234944616118,1.3458437594031,0.9313569517189099,2.059288911426938,1000,-9.090980494859581,-8.937207343861063,-18.825668681847283,2.3732425283755267,1000
Chongqing Municipality,14.524824417520344,1.3570621123678146,1.3473621720248816,0.9316757297258915,2.066559911685511,1000,-9.077796183171214,-8.940536655396341,-18.776720293493433,2.340557633956871,1000
Chongqing Municipality,14.730818211361496,1.359818303494783,1.349936425943172,0.9320092097089971,2.080252529082703,1000,-9.064983941797976,-8.937634644499477,-18.709280419054192,2.3371771788499838,1000
Chongqing Municipality,14.939733447960323,1.3625921170365531,1.3516743721115223,0.9323573811503663,2.0941155216197007,1000,-9.052535234063134,-8.918972944458279,-18.709532054167255,2.343751768672085,1000
Chongqing Municipality,15.151611559767899,1.3653836026470048,1.3550106602149956,0.9327202341036823,2.108150936351207,1000,-9.040441759897266,-8.910790440759538,-18.740996536430274,2.3032098350266335,1000
Chongqing Municipality,15.36649456683814,1.3681928104429681,1.359273108417967,0.9330977591973986,2.118875400176276,1000,-9.028695447944003,-8.902356482790106,-18.743491173127794,2.210008259033905,1000
Chongqing Municipality,15.584425085161254,1.3710197910070778,1.362013465498813,0.9335274691961021,2.1274630308847975,1000,-9.017288447974583,-8.905920878586798,-18.729941998640037,2.1770440670327855,1000
Chongqing Municipality,15.80544633511545,1.3738645953906907,1.3646295345504686,0.9332115174597674,2.136444173471697,1000,-9.006213123599005,-8.92060195876607,-18.71550119850584,2.143183409106127,1000
Chongqing Municipality,16.029602150038478,1.3767272751166104,1.3680668190039982,0.9344270086290173,2.1454885445533582,1000,-8.99546204525703,-8.888452964236873,-18.70080082159286,2.109366842407717,1000
Chongqing Municipality,16.25693698492072,1.3796078821819662,1.3716121313364553,0.9348503545919443,2.154596578293838,1000,-8.985027983484873,-8.89312939731714,-18.673609761343453,2.0755962139403774,1000
Chongqing Municipality,16.487495925221637,1.3825064690607507,1.3749198192961112,0.9352883534986001,2.1637687126069696,1000,-8.9749039024343,-8.917381422132674,-18.674796989363838,2.041873290314383,1000
Chongqing Municipality,16.721324695811123,1.385423088706573,1.3787520252307877,0.9357805566319636,2.173005389195293,1000,-8.965082953640128,-8.879062107810277,-18.66368902590164,2.0081997608725874,1000
Chongqing Municipality,16.9584696700378,1.3883577945552277,1.381381190455314,0.9363045344138179,2.184568359256956,1000,-8.955558470026002,-8.860886972094594,-18.65306321042651,1.957029057029644,1000
Chongqing Municipality,17.198977878925845,1.3913106405270315,1.383599918844839,0.9368437903347733,2.1969306283863173,1000,-8.94632396013123,-8.826472545493141,-18.642009376526826,1.9370464136030452,1000
Chongqing Municipality,17.442897020502272,1.3942816810296237,1.3859663871557775,0.9371808514257395,2.20941410041872,1000,-8.937373102556164,-8.819436464747103,-18.63086122957064,1.909893336838004,1000
Chongqing Municipality,17.690275469256502,1.397270970960186,1.3881549703796314,0.9379299639343099,2.222019928005329,1000,-8.928699740615677,-8.817366225153343,-18.619852795287244,1.877662875706066,1000
Chongqing Municipality,17.941162285734062,1.4002785657078665,1.3902213792810816,0.9384737989907834,2.234749277423598,1000,-8.92029787718488,-8.825751223601209,-18.609289297682857,1.887654331881387,1000
Chongqing Municipality,18.195607226266368,1.4033045211562376,1.3927746697081729,0.9390323464321686,2.2475886711887876,1000,-8.912161669739822,-8.818478676029919,-18.592772657884858,1.8722791130348089,1000
Chongqing Municipality,18.453660752838495,1.4063488936855801,1.3972445555828013,0.9388857121786562,2.260551060688819,1000,-8.904285425577424,-8.817020065112178,-18.580719170454632,1.8651602076739826,1000
Chongqing Municipality,18.715374043096883,1.4094117401751107,1.4004537076007648,0.9376446386867423,2.273640441075901,1000,-8.896663597205533,-8.816155940148398,-18.582099938588968,1.8735704090233178,1000
Chongqing Municipality,18.98079900049901,1.4124931180053477,1.4034195846580944,0.9377034295802141,2.2916912890873236,1000,-8.889290777905797,-8.80858538298233,-18.578364201773553,1.881584225388114,1000
Chongqing Municipality,19.249988264606937,1.4155930850603162,1.4065022354219114,0.9377868717275015,2.304344212977404,1000,-8.882161697450417,-8.811740211899068,-18.596990886411074,1.850128753733345,1000
Chongqing Municipality,19.5229952215269,1.4187116997297529,1.409463422111943,0.937930825036271,2.3192712472198345,1000,-8.875271217975657,-8.819367150982815,-18.581123970527866,1.8111461300491012,1000
Chongqing Municipality,19.799874014496957,1.421849020911241,1.4128605827861496,0.9378071172619629,2.336257420632647,1000,-8.868614329998369,-8.808867328666175,-18.598979737176926,1.8179577698230953,1000
Chongqing Municipality,20.080679554624734,1.4250051080124702,1.4161831387864936,0.9377787306676516,2.351158490461627,1000,-8.862186148575644,-8.801576539384545,-18.640188677291977,1.8284643151747497,1000
Chongqing Municipality,20.365467531777558,1.4281800209533737,1.4194288770965073,0.938094203201363,2.358903951086955,1000,-8.85598190960096,-8.808443339341295,-18.639001254911076,1.8381627907492792,1000
Chongqing Municipality,20.65429442562691,1.4313738201681518,1.4221551969131916,0.9373427449935249,2.372529399777986,1000,-8.849996966222669,-8.80070398944633,-18.598794263175257,1.8200867138183554,1000
Chongqing Municipality,20.947217516849612,1.4345865666074882,1.4248953439821659,0.9365944634506493,2.388984840871932,1000,-8.844226785396907,-8.784080439282173,-18.558959552036807,1.7838901959616082,1000
Chongqing Municipality,21.244294898487812,1.437818321740552,1.4276576657262494,0.9358493517458076,2.4056057191214175,1000,-8.838666944548919,-8.771705162868567,-18.526721685442666,1.7476854648486564,1000
Chongqing Municipality,21.54558548747015,1.4410691475571948,1.4286108573220004,0.935107402994687,2.422393722281703,1000,-8.833313128359887,-8.76002785051691,-18.52232149075315,1.7114752298304516,1000
Chongqing Municipality,21.851149036296203,1.4443391065698752,1.43377532940994,0.9345720956400667,2.439350558199835,1000,-8.828161125653752,-8.730366770624332,-18.518244709909517,1.7387719730616003,1000
Chongqing Municipality,22.161046144886758,1.4476282618158585,1.438445316425958,0.935479882825009,2.4564779550525677,1000,-8.823206826396818,-8.714682676070804,-18.51448446933731,1.7745176971098848,1000
Chongqing Municipality,22.475338272602087,1.4509366768591307,1.441229839121268,0.9364083442102846,2.473777661587567,1000,-8.818446218794785,-8.709809743381587,-18.51089054641346,1.8100874626187835,1000
Chongqing Municipality,22.794087750430666,1.454264415792535,1.4455289048816788,0.9372322161785885,2.4912514473680147,1000,-8.813875386490496,-8.691543834089904,-18.5072658722953,1.8438939355109116,1000
Chongqing Municipality,23.11735779335081,1.457611543239731,1.4485940233180936,0.9357102461617088,2.5089011030202784,1000,-8.809490505851809,-8.679511981105257,-18.503942494566587,1.7888155728269945,1000
Chongqing Municipality,23.44521251286752,1.4609781243572502,1.451464968859176,0.9341874410817963,2.526503844912275,1000,-8.805287843353243,-8.671721076676336,-18.50091411190553,1.8281016470739424,1000
Chongqing Municipality,23.777716929727255,1.464364224836553,1.4543842109305696,0.9329943677638712,2.544224397515956,1000,-8.801263753042873,-8.664576607522683,-18.49817457215998,1.9052114837934349,1000
Chongqing Municipality,24.11493698681292,1.467769910905936,1.458939232917514,0.9350013412171543,2.5621202102705736,1000,-8.797414674091899,-8.652193011285089,-18.495717868179646,1.9519259555216537,1000
Chongqing Municipality,24.456939562221798,1.4711952493326879,1.4620873188171444,0.9344968960187559,2.5753983683815647,1000,-8.793737128426486,-8.640872318315004,-18.503856104289124,1.960100223953764,1000
Chongqing Municipality,24.80379248252897,1.4746403074249734,1.463055677160582,0.9318217408571735,2.584370366991368,1000,-8.790227718433457,-8.62537165117623,-18.52771802032448,1.967566306164123,1000
Chongqing Municipality,25.155564536238728,1.4781051530339233,1.4658852014607784,0.9291599833032027,2.5937715651047157,1000,-8.786883124745975,-8.614979929039613,-18.551699250706832,1.9701497771490484,1000
Chongqing Municipality,25.5123254874269,1.4815898545556272,1.4697925579615292,0.9264970333940185,2.6125162679087386,1000,-8.783700104094288,-8.606680119559215,-18.57579584615968,1.9596148663370059,1000
Chongqing Municipality,25.874146089576563,1.4850944809330788,1.4724594452191884,0.9257469216336889,2.63146856934788,1000,-8.780675487230067,-8.62233352259937,-18.600003960215894,1.9491286982691778,1000
Chongqing Municipality,26.241098099610003,1.488619101658321,1.4767031287148589,0.9250647784574221,2.651598129915962,1000,-8.777806176915858,-8.626070928927362,-18.62431984626968,1.9386908223601533,1000
Chongqing Municipality,26.613254292119716,1.4921637867743498,1.4799169985817615,0.9245206279879413,2.6771277789205747,1000,-8.7750891459778,-8.629909160508127,-18.648739854726177,1.9283007944646071,1000
Chongqing Municipality,26.990688473801132,1.495728606877177,1.482282210349731,0.9244552982700001,2.704071480547623,1000,-8.772521435420023,-8.637424827855694,-18.63190076239966,1.9179581767542568,1000
Chongqing Municipality,27.37347549809014,1.4993136331179129,1.4874458493605953,0.9244123867935417,2.7335250974393825,1000,-8.770100152600063,-8.641634858343252,-18.613772386784262,1.9074367799729448,1000
Chongqing Municipality,27.761691280008147,1.5029189372046272,1.4899455757279159,0.9243766292913588,2.753661024831275,1000,-8.767822469458906,-8.62253358869614,-18.592399869386867,1.89651885288792,1000
Chongqing Municipality,28.155412811217662,1.506544591404609,1.4925082152141917,0.9243529549432371,2.7740672339162735,1000,-8.765685620808242,-8.628120566601837,-18.571370208011434,1.9089609374936078,1000
Chongqing Municipality,28.554718175291498,1.510190668546246,1.4954866116968222,0.9246442623169996,2.794681627772103,1000,-8.763686902670935,-8.6292780215593,-18.550677700297832,1.9356650867997878,1000
Chongqing Municipality,28.959686563198343,1.513857242021155,1.4980975290920737,0.9249467525242857,2.815506437012786,1000,-8.76182367067094,-8.623747844291646,-18.530316761830232,1.9285709906259718,1000
Chongqing Municipality,29.370398289008122,1.5175443857861841,1.503400974592163,0.9252604150142242,2.8365439196708304,1000,-8.76009333847397,-8.6438343529788,-18.510281923172005,1.909322095197169,1000
Chongqing Municipality,29.786934805820028,1.5212521743655292,1.5081215934529488,0.9255852396707667,2.8577288501030886,1000,-8.758493376276613,-8.64745650252064,-18.49056782698661,1.8900116756318188,1000
Chongqing Municipality,30.209378721916416,1.5249806828528414,1.5125563158718944,0.9252566707334265,2.8787984593363447,1000,-8.757021309339923,-8.64662477918625,-18.490478664530063,1.870641915991695,1000
Chongqing Municipality,30.637813817145886,1.5287299869132134,1.5153706015539319,0.9241486135239664,2.9000779077890617,1000,-8.755674716568292,-8.647880664749117,-18.49203389982522,1.8502685017077676,1000
Chongqing Municipality,31.0723250595386,1.532500162785343,1.5183315351456632,0.9240930587180614,2.9215693814362775,1000,-8.754451229131158,-8.627206732326286,-18.493098124904492,1.8295929978031238,1000
Chongqing Municipality,31.512998622157287,1.536291287283632,1.5213118342494498,0.9240399612687956,2.943275091791905,1000,-8.753348529126136,-8.609019062733724,-18.494130868156194,1.8088651966025193,1000
Chongqing Municipality,31.95992190018734,1.5401034378003577,1.5251082519961674,0.9240166224005361,2.962482104526815,1000,-8.75236434828247,-8.578171982642598,-18.49535319266419,1.7947192293858336,1000
Chongqing Municipality,32.413183528269066,1.543936692307672,1.530211940007555,0.9240110096874565,2.976527399160582,1000,-8.751496466700965,-8.559261040881287,-18.483113188029435,1.7843211327193915,1000
Chongqing Municipality,32.872873398075946,1.547791129359915,1.5338836629561388,0.9240082295158105,2.995671262329335,1000,-8.750742711635633,-8.550226627571394,-18.44669469951341,1.7739672214556599,1000
Chongqing Municipality,33.33908267614208,1.5516668280956176,1.5363273984196377,0.9240082735796432,3.0200543357600127,1000,-8.750100956305715,-8.54618899467145,-18.410190503824417,1.763657126001212,1000
Chongqing Municipality,33.81190382194251,1.5555638682397745,1.5400215067507157,0.9240111336449053,3.0340912551979278,1000,-8.74956911874698,-8.542292112373213,-18.37326865622755,1.7533904814701402,1000
Chongqing Municipality,34.29143060623001,1.5594823301060257,1.5437054538554171,0.924016801548969,3.057790022771632,1000,-8.749145160696047,-8.539146857598737,-18.336591328416112,1.74316692760105,1000
Chongqing Municipality,34.777758129631756,1.5634222945987681,1.5461315792159018,0.9240252692002118,3.0817554813920434,1000,-8.748827086503253,-8.5349107922159,-18.324366273845662,1.7329861086774614,1000
Chongqing Municipality,35.27098284150995,1.5673838432154859,1.5488837913034477,0.9240365285775961,3.105990812726861,1000,-8.74861294208272,-8.533818030604458,-18.33848753239677,1.7228476734479938,1000
Chongqing Municipality,35.77120255908979,1.5713670580488954,1.5507607749276167,0.9240505717302655,3.130499241429502,1000,-8.74850081388854,-8.535115984212965,-18.34036745835598,1.7127512750497962,1000
Chongqing Municipality,36.27851648685876,1.5753720217892127,1.554966404239232,0.9242825033680933,3.155284035744605,1000,-8.748488827922069,-8.548240660934503,-18.350279081063434,1.7026965709323283,1000
Chongqing Municipality,36.79302523624112,1.5793988177264802,1.559174818183623,0.9246969236106272,3.1802924798260617,1000,-8.748575148767566,-8.549710887839783,-18.360327392669788,1.6926832227845536,1000
Chongqing Municipality,37.31483084555123,1.5834475297527015,1.5609218649045422,0.9251216168651276,3.205577574119713,1000,-8.748757978654332,-8.55708342964645,-18.370509430404752,1.6827108964626472,1000
Chongqing Municipality,37.84403680023004,1.5875182423642997,1.5638689376566604,0.9255565774787323,3.2311469523608585,1000,-8.749035556546708,-8.55348425180927,-18.38082229469984,1.6727792619188437,1000
Chongqing Municipality,38.38074805336851,1.5916110406642876,1.5689987288272957,0.9260018001658249,3.2570040185975775,1000,-8.749406157258631,-8.554336907596106,-18.391263147649227,1.7072959457236363,1000
Chongqing Municipality,38.925071046522056,1.5957260103646875,1.5750683852119312,0.926457280007003,3.283152222753843,1000,-8.749868090594587,-8.544762304127719,-18.401829211512595,1.688401710900689,1000
Chongqing Municipality,39.477113730820356,1.5998632377888515,1.579306310176653,0.9241864176105677,3.3095950612756004,1000,-8.750419700512069,-8.53183125273697,-18.412517767258763,1.670304474164143,1000
Chongqing Municipality,40.036985588376254,1.6040228098737819,1.5852418760650937,0.9241171269956997,3.3363360777866746,1000,-8.751059364310233,-8.5130910443901,-18.422717933991752,1.680272783648848,1000
Chongqing Municipality,40.60479765399853,1.6082048141726188,1.5893955438051455,0.9241064024846181,3.363265097085671,1000,-8.751785491839197,-8.519985766256907,-18.43300975547739,1.657872454278143,1000
Chongqing Municipality,41.18066253721253,1.6124093388568952,1.5920100834431083,0.9241714425771742,3.390441739819402,1000,-8.752596524731537,-8.514011678616239,-18.43277932298694,1.6181562485769925,1000
Chongqing Municipality,41.76469444459312,1.616636472719094,1.597984010452116,0.9242393449601559,3.4181175992331054,1000,-8.753490935655481,-8.51834902246765,-18.423575313574776,1.6076398771171245,1000
Chongqing Municipality,42.35700920241426,1.6208863051749818,1.6041451680821845,0.9245958410162857,3.446354484985143,1000,-8.754467227588293,-8.518671247443796,-18.414515967383288,1.5988125888741265,1000
Chongqing Municipality,42.95772427961995,1.6251589262661708,1.6098347697273492,0.9260617117815966,3.4746412441905954,1000,-8.755523933108769,-8.52680074458435,-18.405599142954532,1.590020139719945,1000
Chongqing Municipality,43.56695881112087,1.6294544266624422,1.6158626829989222,0.9261321780196804,3.5032484718557986,1000,-8.756659613710172,-8.525350152278584,-18.40282717797132,1.581262258052662,1000
Chongqing Municipality,44.18483362142138,1.6337728976644081,1.6205060528899582,0.9253817471088734,3.5321800610644964,1000,-8.757872859131128,-8.52696791652495,-18.417381698891326,1.5721099282258886,1000
Chongqing Municipality,44.811471248581796,1.638114431205972,1.6257755495013582,0.9246329758695231,3.5614399576948723,1000,-8.759162286704104,-8.518975138067638,-18.43185431189173,1.562254898034279,1000
Chongqing Municipality,45.4469959685202,1.6424791198567674,1.6319054288925443,0.9244961159973409,3.591032161170561,1000,-8.760526540722461,-8.512607748338386,-18.436951339678654,1.5524391772353379,1000
Chongqing Municipality,46.09153381965914,1.6468670568249022,1.636432607452385,0.9245250421047827,3.6264458577312597,1000,-8.761964291823736,-8.518737240315556,-18.4209342258458,1.5426624583411275,1000
Chongqing Municipality,46.745212627921816,1.6512783359593455,1.6420990025956104,0.9245563938712299,3.6560075086388175,1000,-8.763474236388792,-8.524318196962735,-18.443273462481947,1.5329244375004125,1000
Chongqing Municipality,47.4081620320827,1.6557130517526641,1.64880485145153,0.9245901645995583,3.6858823925800794,1000,-8.765055095958251,-8.531203804107996,-18.46564503021004,1.5232248144415383,1000
Chongqing Municipality,48.08051350947784,1.6601712993436086,1.6536957690242513,0.9246341174035352,3.715851001995293,1000,-8.766705616664165,-8.535680859771372,-18.48804747061568,1.5135632924140732,1000
Chongqing Municipality,48.76240040207953,1.6646531745197206,1.6580738036525848,0.924725961488176,3.7459098626781775,1000,-8.768424568674291,-8.536208381874232,-18.51047935864072,1.4853267541248854,1000
Chongqing Municipality,49.45395794294104,1.6691587737200113,1.6624756295415555,0.9248205852102076,3.7772437353851855,1000,-8.770210745654655,-8.540559429616643,-18.532939301781408,1.4502387742328302,1000
Chongqing Municipality,50.15532328301627,1.6736881940376687,1.6673514734518056,0.925280728292752,3.808840472840556,1000,-8.772062964243037,-8.564183441269181,-18.54913513438833,1.415242684741301,1000
Chongqing Municipality,50.86663551835972,1.678241533222768,1.6699302621423908,0.9266683958799802,3.8407959328725045,1000,-8.773980063538326,-8.573489994172906,-18.52708045879462,1.4539830759552355,1000
Chongqing Municipality,51.588035717712415,1.6828188896849818,1.675233376246006,0.9254184655386697,3.871518460129029,1000,-8.77596090460119,-8.5896271731403,-18.50520080587395,1.4695876614450873,1000
Chongqing Municipality,52.31966695047871,1.687420362496338,1.6799574301929292,0.9250669182351183,3.8987295939844895,1000,-8.778004369969155,-8.597314505481016,-18.51046084489721,1.4620247983333465,1000
Chongqing Municipality,53.061674315100234,1.6920460513939968,1.6841580722392184,0.9250830537884303,3.931628929122798,1000,-8.780109363183383,-8.598404837418737,-18.54602222977937,1.4544919021200449,1000
Chongqing Municipality,53.81420496783201,1.6966960567830434,1.689174617216231,0.9251014272450053,3.9741072242563242,1000,-8.782274808327918,-8.607003291605295,-18.581535791475556,1.446988739056557,1000
Chongqing Municipality,54.57740815192676,1.7013704797393319,1.6943907055343157,0.9251220346760115,4.008914794538898,1000,-8.784499649580171,-8.620487190550204,-18.617000911229823,1.4395150781575397,1000
Chongqing Municipality,55.35143522723317,1.7060694220123214,1.6990582306550077,0.9251448721845567,4.044132567704305,1000,-8.786782850773625,-8.625319672240444,-18.652416990910314,1.4320706911577827,1000
Chongqing Municipality,56.136439700213714,1.7107929860279245,1.7021787472603584,0.9251817244705729,4.079765849385605,1000,-8.789123394970796,-8.647491741655664,-18.675798972854725,1.440332867524161,1000
Chongqing Municipality,56.93257725438844,1.7155412748914098,1.7055690818546332,0.9252463554276518,4.11582002273584,1000,-8.791520284047452,-8.66332495999479,-18.67980488790498,1.4870132639789506,1000
Chongqing Municipality,57.74000578121039,1.720314392390367,1.709861976385789,0.925313316884992,4.152300549666698,1000,-8.793972538287314,-8.672513617677886,-18.683896196389345,1.533534183446067,1000
Chongqing Municipality,58.55888541137887,1.72511244299753,1.7154753719185314,0.9239790235473127,4.18895515617729,1000,-8.79647919598606,-8.676043292070528,-18.68794642277902,1.5798967961542456,1000
Chongqing Municipality,59.38937854659699,1.7299355318738852,1.7213159665066562,0.9215844222715065,4.2258609457502585,1000,-8.799039313067226,-8.670560459501207,-18.691995369664333,1.6261022589074305,1000
Chongqing Municipality,60.231649891779306,1.734783764871526,1.7254291779091284,0.9191869257946655,4.263195745209984,1000,-8.801651962704268,-8.669257053255972,-18.696126617997432,1.6721517152965855,1000
Chongqing Municipality,61.085866487716494,1.7396572485368058,1.7320494272973248,0.9167866310225369,4.3028488966696985,1000,-8.804316234956586,-8.681576995167333,-18.72596009574829,1.7180462959081824,1000
Chongqing Municipality,61.95219774420314,1.7445560901132273,1.7402486827271533,0.9143836340669249,4.349957561817261,1000,-8.807031236409603,-8.690190666056756,-18.756725014505776,1.763060534519601,1000
Chongqing Municipality,62.83081547363551,1.7494803975446052,1.7482187467624446,0.9119780302494023,4.397760015466849,1000,-8.809796089827053,-8.69249398107954,-18.765508161547523,1.8078945804768642,1000
Chongqing Municipality,63.72189392508554,1.7544302794781215,1.7532228426777787,0.9095699141051053,4.446267527232512,1000,-8.812609933811093,-8.69414123612362,-18.773781324672257,1.8525782340708596,1000
Chongqing Municipality,64.6256098188583,1.7594058452674715,1.757129577786024,0.9071593793864053,4.49549156942808,1000,-8.81547192246987,-8.709415843783244,-18.782116903244795,1.897112578739973,1000
Chongqing Municipality,65.5421423815395,1.7644072049759068,1.763353536719963,0.9047465190666641,4.545443820960033,1000,-8.818381225093503,-8.697836000700642,-18.790463929483558,1.9413600003170752,1000
Chongqing Municipality,66.47167338154003,1.7694344693795376,1.7670170679583683,0.9037216546192389,4.5961361712996975,1000,-8.821337025838597,-8.71398378196853,-18.798878498368058,1.977535873814371,1000
Chongqing Municipality,67.41438716514465,1.774487749970392,1.7716032880909558,0.9029997807234478,4.647580724536857,1000,-8.824338523419609,-8.70948069793872,-18.807359296003774,1.963650705518238,1000
Chongqing Municipality,68.37047069307174,1.7795671589596982,1.7762151661548604,0.9023037535715351,4.699620361810275,1000,-8.827384930807606,-8.715847869340202,-18.815905032631342,1.949279493655494,1000
