,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Gansu Province,0.5591074517538088,0.4967353025202461,0.33400683514683593,0.4099496895247842,0.16546948847886972,0.4759789911081874,0.26501182888241304,0.09908405591174016,0.25489498106885544,0.2879175257668391,0.6451405625845483,0.7429501421963836,0.25305818827812576,0.36187183487703783,0.5500070724785795,0.03400464529825936,0.23201866235783125,0.3374363226825865,0.0743607522209023,0.36548160789420947,0.7356891631047089,0.1991135850384243,0.14524417033521395,0.07540352325330492,0.2591329834175322,0.895661568371886,0.21836777083552109,0.6860040309945715,0.16362771042595195,0.25307974626190954,1.1297049540813864,0.14526399413057065,0.04395477515863333,0.6973054293986867,0.34706530955851644,0.27765155281382126,1.2047657857243994,0.41193511212808137,3.1281008004743813,4.982290196305552,1.6053549539421783,0.9948842046960784,0.21558112914754518,0.4865153103409082,1.4651824960701252,1.1208714473153158,0.5007609037158915,0.9909390985549388,0.6825615986179621,4.664272325188169,1.802076182075913,0.5035115704729076,0.9088989765920088,0.9586604365151573,1.9404568094490526,4.135779510915691,4.795485414571368,2.1648761177905986,0.5624230999035713,0.8635715779521779,2.9454476779807908,2.879323103846678
Hebei Province,84.69710530388544,60.45455512330875,77.9170462442914,54.43366548013905,80.8980688099108,73.19090912699276,73.41860518522678,90.07057019273311,39.58727679394124,39.96241001786036,52.11870474544178,87.05133618821252,44.054731620509656,33.780319269505625,59.867156975725266,19.924884037696295,32.149991162747796,65.26877732996869,40.550326052974896,43.71688674665012,68.7750850335139,28.122085143375408,53.67688721472783,42.94438236513054,48.77581892822265,40.791347241352,46.35888626308446,46.179674127775776,37.46607785598148,37.66108280064772,45.340071793755314,61.18473443648831,26.538704366603877,87.38834539628961,32.42994810995637,46.46505052796428,138.15698567905685,87.18502921869747,91.69110462091425,100.80792734597868,72.81033743147061,89.95867222635988,41.42539854355388,44.189706628163655,105.9058757551783,65.89906115666612,57.076189073006915,44.44044739468582,80.72533843842183,96.34232184680616,73.237216924443,62.365180916411546,93.97773461429907,69.31630172742595,67.66153389623604,78.58175878478055,115.26213054659308,147.54417047001743,110.69507129466385,64.85764243055384,71.04305044708542,108.44530266883191
Liaoning Province,7.143144475398481,3.7387342486401005,3.848890351306288,3.512231813798525,4.409249321212866,4.846582494986931,10.609395703469804,6.130071986430922,1.3473885364301876,1.766811783374702,1.435016487126628,7.642157522407127,4.838047061537982,1.7816175856779124,1.772817748042789,0.2643843476771338,2.0473715362588334,5.663921961018049,1.0539525167763308,0.2226368786099932,12.465843363525737,8.94012138366918,7.953661242114883,4.8646176885492585,0.11670125736129092,0.12755425944029258,1.8838119527262673,13.037505315780718,5.754471383323601,2.0470561905912508,2.9670327769458407,2.8220331588582934,0.0,24.449693687552752,0.17306911846143436,0.3530142286481402,28.115778309354994,1.6569597080960885,22.655415418610545,34.43062083556976,9.25326220152895,12.479153276732799,0.18349929463852516,11.198905834641614,8.245870828244124,3.852648124648174,5.64490035974093,3.3213024739227137,6.568088586901308,3.226068104310129,1.5657085243851943,1.495066317673466,11.294475493876268,6.619885502339516,5.96607418365797,18.4040258703698,25.668494404794323,46.86337625702645,18.0380108983045,13.228609123426608,13.305621642703967,13.05964749361841
Jilin Province,2.002578946135351,3.086998027838659,1.659560652829656,2.8629068331330556,2.5698859629564743,1.3659741343406904,1.7806005690446773,3.7065990346081494,0.023303412076093384,2.4201007207022602,0.07376381626632972,4.273924182493575,3.130094674075374,1.842186449636395,0.6503782689536337,0.30595403973763624,2.761841224996471,5.299268261233408,1.4098790753512074,2.7051832671892457,5.73806638504158,12.86774141818373,0.9692339189521023,2.4698020926189383,0.12914927026366485,0.10305102781821762,0.3744195503115502,8.632971130309212,4.179280414460628,0.3083279732734229,0.3284305663726726,1.7916623268509915,0.01221171960667802,12.015258806862036,1.1599172272918643,0.2875043876285238,22.61340964807694,0.19156002588750648,11.048768829939204,20.687024155017863,11.044784104801842,3.2700995161710797,0.4660204729210895,6.687659454073599,3.2090847669171954,0.8512605276602494,10.165391161415021,3.4889679963938702,1.4330704764882911,8.285040978844494,2.895259020573964,0.910374762228393,2.4608737612201343,3.9846481220580596,3.259059725432124,11.869054790903956,12.727680436507253,21.996550376334447,5.456271018020367,8.394338358107447,14.62864057667582,4.6445922842809555
Xinjiang Uyghur Autonomous Region,14.052849768640117,20.618303952156275,15.694884268021362,13.027367974338897,20.347769947686714,20.379311955810905,12.404731815989809,18.69500795890356,12.64867506327762,11.69260528595997,17.93975324154606,10.892235699015291,23.236232833954666,24.368880427867627,21.326686629342646,11.20402338689404,20.883931095204513,29.10896751679317,16.26174581908833,19.717680941574773,17.515099056850197,20.453541621612317,19.158688748378573,17.22953671099796,17.622119078742244,23.26826605562154,16.59217318674827,17.384833180068206,9.519709165578938,16.375206668800175,14.972959045321574,10.241199657288249,5.800982029927157,19.03442881850993,14.567605437647625,15.638005426104682,25.094653728061587,19.265366073768522,19.6597284008721,22.864798402636257,26.379584926943544,23.100049668814854,13.293196280043318,22.991044239225815,21.705340714303034,27.386212438049526,24.13203448656119,30.246601505013214,14.17471892409118,24.77276204532837,25.143174636222085,17.94436411990163,23.233105096854715,21.212496810996768,41.934949326756595,32.74155039230427,31.16630260975268,30.577379926610863,28.887967625248955,15.436495209300974,32.71780808636274,43.07446592521417
Inner Mongolia Autonomous Region,3.2056567395484556,1.8659595242487559,1.5197984892412344,2.251374586817359,1.8823557177602064,1.5652964042277568,2.1216759847070255,3.8366860569819377,0.34424201535480786,1.8230058030825347,3.570841326553317,6.073047967662654,1.6612837393322957,1.6172241569721455,2.3464177471070435,0.2602011640904264,1.6928194106891736,2.697652964664733,1.1190392585128492,3.8017184566822606,5.749532440897336,5.263776646892671,1.8121741767055985,2.802405561109075,0.45311548497288157,0.5262301516288866,1.590353883940191,5.413728364255069,1.9396259708721102,0.6538975563661772,2.6691341108503113,1.2301185510024712,0.13685664275137557,4.400042584207894,1.6237321392512807,0.382246021521263,12.22529487044717,1.4857526811555595,12.967187065049705,18.813778485713406,11.538981906399487,4.597850882802602,0.8196961263694781,5.375301953301928,7.703682782668391,2.264143171836649,8.315502511982071,5.448185894917746,2.3430524011754126,13.792004312500183,3.7339200102461234,1.130878453313365,2.4711620387784388,3.843403598862757,2.000718932778489,10.332174174414927,14.826147920078304,12.63675529490713,3.902812250133438,5.765665268905886,4.2877195479368435,5.266251559648012
Heilongjiang Province,0.98921134483546,0.3185696984268006,0.7448842184850016,1.2212489368508548,1.9267210041477758,0.26669086061933905,0.21171868841341349,2.538595519826895,0.2282010102053711,1.475014748880198,0.019101131213500128,1.1322350883066887,3.475780498008179,1.8089577413787616,0.2359777528977342,0.9991178182806948,3.269271786708789,3.4739625172994764,0.8662015582479659,5.7381569996477575,3.1543863334719178,17.3587399158065,0.15328187696587603,0.634885773695205,0.334174414658448,0.07543789640630101,0.30242574188934723,5.8399974278442865,5.472495674401723,0.31453271814587,0.22341575517180073,1.354479631140646,0.008530268970618697,4.246346163946005,2.2248143222997676,0.49660527061120174,12.59859324941012,0.10415527014734685,12.536910523699799,17.054538950936106,13.040665400478295,1.741660087548043,0.6293812780069936,5.014470207525728,1.5432937455385538,1.8698024841554368,4.263898991318826,4.566137584384636,0.5996621854325208,14.063702171212785,4.3606136502473785,2.4136489575484887,0.7119631392042383,2.87307367479811,2.6109018903387375,5.764052363500611,8.855804869003897,7.367728909050657,1.499769571900741,4.921661598510646,14.49764854130483,2.6030619055399193
Macau Special Administrative Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong Kong Special Administrative Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guangzhou Province,145.40531236129328,165.8572980868774,130.4713842620367,127.60258242390427,105.7032241729677,119.05182390217811,165.42268594557953,132.41638810810795,140.61375189541386,137.43229287446684,126.28319936342297,127.01820126319994,97.31637647305601,119.62293532934734,109.15661068625872,102.60877314604744,151.40228127949635,141.4733117876303,140.64854224102382,163.39895761408633,137.6049403520084,141.63064016674076,172.93851268301984,143.46252885631702,116.33201281278971,151.19020224049137,150.9515744047968,148.7060281923471,171.8399027891108,196.126110515922,163.65892840480115,152.69863573958747,172.0359540746598,115.2029550310302,138.21153643120346,167.47032059459968,114.04205542580944,210.83124795735932,174.5463412745109,188.3336106009427,154.82442289571543,176.26460221523746,211.1280686617598,184.9644412096501,175.05798534553458,185.04731104470707,206.0269319381975,149.26142155916725,203.10878145463673,184.65692287404568,213.89012907173893,188.0040219399112,159.70228817239467,231.7677661847815,218.25616933928978,215.7609214406275,203.62474916965903,169.53868758688378,208.13108395107338,247.76528729287992,215.3609676143267,207.73476675280648
