Province,RR_mid,RR_lo,RR_hi,RIC_mid,RIC_lo,RIC_hi
Sichuan Province,51.7786389115419,2.40424098975006,1435.9788670051,70.4963047507898,9.08755709381831,174.629513328751
Chongqing Municipality,11.3697142159833,0.454467902258914,296.051810583316,39.4403758171046,-9.20671969982765,113.550096673169
Hubei Province,17.6768787743389,1.30857723684815,589.426849737171,36.9979440145263,2.63689514509838,81.5714982664727
Hunan Province,24.1269261457758,1.62800982531478,1137.20086563911,32.4280291436752,4.64173487569502,68.487709900621
Guizhou Province,92.2618745753145,6.05272692375696,4803.66507035459,189.376195081104,49.0158324730735,506.23497356771
