Province,Return_period,RR_bootstrap_median,RR_lower_95,RR_upper_95,RIC_bootstrap_median,RIC_lower_95,RIC_upper_95
Guizhou Province,5.123048328063047,985987.3511545158,4023.845143622769,1000000.0,147.69322202010056,138.30391204929649,157.75057794311064
Guizhou Province,5.195704363743333,999999.9999999995,4154.698759630482,1000000.0,147.60408661039955,138.21071392010717,157.68055094362316
Guizhou Province,5.269390820997405,999999.9999999995,4286.834300491256,1000000.0,147.50364152845427,138.11823663073676,157.62106370600893
Guizhou Province,5.344122313457973,999999.9999999995,4408.237714602369,1000000.0,147.41437171671646,137.9789114024756,157.5618650219025
Guizhou Province,5.419913662011037,999999.9999999995,4532.711244087933,1000000.0,147.3114087603186,137.8218957819458,157.50274498340008
Guizhou Province,5.496779897735195,999999.9999999995,4660.327750869103,1000000.0,147.2103905273016,137.6657905138175,157.44345883062556
Guizhou Province,5.57473626488263,999999.9999999995,4791.161777247189,1000000.0,147.0853771590431,137.54752173922788,157.35094858221055
Guizhou Province,5.653798223902378,999999.9999999995,4925.289584195753,1000000.0,146.99830546590792,137.4477327333378,157.29497767924244
Guizhou Province,5.7339814545064725,999999.9999999995,5062.789190532026,1000000.0,146.89751618024397,137.3498758255566,157.22024630267978
Guizhou Province,5.8153018587795735,999999.9999999995,5214.296190449852,1000000.0,146.81922057519955,137.25425007116235,157.08204048496458
Guizhou Province,5.8977755643327034,999999.9999999995,5359.85877731948,1000000.0,146.72233560378928,137.15940820610325,157.0439618898171
Guizhou Province,5.981418927501698,999999.9999999995,5505.3824563600465,1000000.0,146.66748359895462,137.0894803189384,156.99381629202648
Guizhou Province,6.066248536591024,999999.9999999995,5654.401956765908,1000000.0,146.5902724916487,137.04116872813907,156.85149613875063
Guizhou Province,6.1522812151636055,999999.9999999995,5806.994467331257,1000000.0,146.51027733538058,136.9904905403501,156.77117570398613
Guizhou Province,6.239534025377303,999999.9999999995,5963.2387818621055,1000000.0,146.4103259794271,136.94015378240275,156.81345034188982
Guizhou Province,6.328024271368712,999999.9999999995,6123.215330686061,1000000.0,146.30338994647792,136.89047576552798,156.79132854399379
