Province,Return_period,RR_bootstrap_median,RR_lower_95,RR_upper_95,RIC_bootstrap_median,RIC_lower_95,RIC_upper_95
Guizhou Province,6.417769502684951,999999.9999999995,6287.277100337673,1000000.0,146.1811920965264,136.81728643439794,156.7244615464737
Guizhou Province,6.508787517764118,999999.9999999995,6457.671347455114,1000000.0,146.09573571277457,136.72903986077995,156.6577384845373
Guizhou Province,6.601096367465108,999999.9999999995,6632.243343005238,1000000.0,145.99528145495586,136.63713932842424,156.59141108101193
Guizhou Province,6.694714358647497,999999.9999999995,6811.089446748011,1000000.0,145.90282550348343,136.52745443117328,156.52547367452007
Guizhou Province,6.789660057802188,999999.9999999995,6994.308158499471,1000000.0,145.81077895360016,136.37723573613133,156.45992072844675
Guizhou Province,6.885952294733557,999999.9999999995,7182.000164159315,1000000.0,145.71270088768256,136.2625192572969,156.3947468272922
Guizhou Province,6.983610166293805,999999.9999999995,7374.268382697307,1000000.0,145.62452292301865,136.1256330463396,156.32994667315631
Guizhou Province,7.082653040170284,999999.9999999995,7571.218014118238,1000000.0,145.52625962695117,135.97858288801766,156.26566609923796
Guizhou Province,7.18310055872654,999999.9999999995,7772.956588425085,1000000.0,145.43096184410825,135.92448108068896,156.2022261390198
Guizhou Province,7.28497264289781,999999.9999999995,7979.594015600539,1000000.0,145.34672694910816,135.87073336769555,156.13855210871125
Guizhou Province,7.388289496141789,999999.9999999995,8191.242636626992,1000000.0,145.26372363982864,135.72236268538725,156.08061705289055
Guizhou Province,7.493071608445409,999999.9999999995,8408.01727556609,1000000.0,145.16850344719185,135.63649623349232,156.01189068646858
Guizhou Province,7.599339760388451,999999.9999999995,8630.035292719329,1000000.0,145.10010913076803,135.55273245769789,155.9420835457244
Guizhou Province,7.7071150272647975,999999.9999999995,8857.41663889079,1000000.0,145.0209298331322,135.45247428980906,155.872542981662
Guizhou Province,7.816418783262106,999999.9999999995,9090.283910774388,1000000.0,144.94767387523677,135.35164808832096,155.80326553555358
Guizhou Province,7.927272705700797,999999.9999999995,9328.762407488386,1000000.0,144.88498252699188,135.28547004996915,155.76455589773624
Guizhou Province,8.03969877933312,999999.9999999995,9572.980188279627,1000000.0,144.78634183507455,135.15834732490435,155.70493214103868
Guizhou Province,8.153719300703223,999999.9999999995,9823.068131421207,1000000.0,144.69679326598933,135.03548944786615,155.64563007732298
Guizhou Province,8.269356882569042,999999.9999999995,10079.159994327258,1000000.0,144.6141472916359,134.93090541577857,155.6012164721335
Guizhou Province,8.3866344583869,999999.9999999995,10313.625604209505,1000000.0,144.5333524856744,134.8267825274227,155.588460472304
Guizhou Province,8.505575286859717,999999.9999999995,10542.141821139146,1000000.0,144.47999480993354,134.70365444012174,155.4953587634447
Guizhou Province,8.626202956549708,999999.9999999995,10791.026231145832,1000000.0,144.39390650237243,134.57202334519596,155.40839858750962
Guizhou Province,8.748541390556525,999999.9999999995,11106.309652339107,1000000.0,144.31381038963428,134.44117138727188,155.3487872519312
Guizhou Province,8.872614851261718,999999.9999999995,11430.767943984658,1000000.0,144.235547943256,134.31226150912738,155.28947014737875
Guizhou Province,8.998447945140505,999999.9999999995,11749.66240446592,1000000.0,144.16138641474373,134.18396499156015,155.23044367502172
Guizhou Province,9.126065627641761,999999.9999999995,12051.781970383248,1000000.0,144.0811427484133,134.05639003104588,155.17170430464512
Guizhou Province,9.255493208137237,999999.9999999995,12361.0867995453,1000000.0,144.01909616709395,133.92967989934678,155.11324857291254
Guizhou Province,9.386756354940953,999999.9999999995,12677.739480021592,1000000.0,143.9675120758949,133.8035562812811,155.05507308168384
Guizhou Province,9.519881100399797,999999.9999999995,13001.906152691194,1000000.0,143.8851659250019,133.6780122093444,154.99717449638527
Guizhou Province,9.654893846056298,999999.9999999995,13333.756586455269,1000000.0,143.79734476161883,133.5530408468441,154.93954954443046
Guizhou Province,9.791821367884632,999999.9999999995,13673.46425499046,1000000.0,143.6889542629902,133.43049408247805,154.88219501369
Guizhou Province,9.930690821600875,999999.9999999995,14021.206415074152,1000000.0,143.60231858653844,133.34327190226045,154.82510775100798
Guizhou Province,10.071529748048581,999999.9999999995,14377.1641865119,1000000.0,143.52051920218182,133.25634373232901,154.76828466076395
Guizhou Province,10.214366078660744,999999.9999999995,14741.522633699504,1000000.0,143.43574486673384,133.16970626623637,154.71172270347816
Guizhou Province,10.35922814099918,999999.9999999995,15114.47084885163,1000000.0,143.33271646997684,133.02054616333325,154.65541889445933
Guizhou Province,10.506144664372531,999999.9999999995,15496.202036929166,1000000.0,143.24029062850488,132.8677244519058,154.59937030249213
Guizhou Province,10.655144785533896,999999.9999999995,15886.913602299886,1000000.0,143.1770406068908,132.75402239790225,154.5435740485647
Guizhou Province,10.806258054459285,999999.9999999995,16286.807237165556,1000000.0,143.08896359503586,132.65495437926361,154.48802730463305
Guizhou Province,10.959514440208048,999999.9999999995,16696.08901179098,1000000.0,143.04079346482123,132.5569862745171,154.4327272924217
Guizhou Province,11.114944336866362,999999.9999999995,17114.969466569724,1000000.0,142.97979084023422,132.4594560234755,154.37767128226082
Guizhou Province,11.272578569575057,999999.9999999995,17543.6637059626,1000000.0,142.9201918924465,132.36235874506198,154.32285659195492
Guizhou Province,11.432448400642912,999999.9999999995,17982.391494346262,1000000.0,142.8764210205298,132.2656896424516,154.26236025565876
Guizhou Province,11.594585535746647,999999.9999999995,18431.377353808533,1000000.0,142.83785128246979,132.16944400113522,154.20609180652866
Guizhou Province,11.75902213021888,999999.9999999995,18850.58441146545,1000000.0,142.7950650754552,132.0736171870383,154.12957431485796
Guizhou Province,11.925790795425188,999999.9999999995,19242.483859229797,1000000.0,142.75255821979073,131.97820464469382,154.06351335524752
Guizhou Province,12.094924605231677,999999.9999999995,19641.296922236943,1000000.0,142.7103276406901,131.88320189546613,154.01348104309616
Guizhou Province,12.266457102564248,999999.9999999995,20047.125366479446,1000000.0,142.65354546063338,131.78860453582556,153.97821431718813
Guizhou Province,12.440422306060885,999999.9999999995,20460.072124093902,1000000.0,142.56560329827488,131.69440823567015,153.94327281384008
Guizhou Province,12.61685471681832,999999.9999999995,20880.241301076698,1000000.0,142.43598810555085,131.60060873669528,153.90911170394588
Guizhou Province,12.795789325234312,999999.9999999995,21307.738184952483,1000000.0,142.38179928563326,131.5072018508071,153.869780956067
Guizhou Province,12.97726161794703,999999.9999999995,21746.26206214086,1000000.0,142.32776036024794,131.41418345858042,153.8015217978905
Guizhou Province,13.161307584872835,999999.9999999995,22262.248106623178,1000000.0,142.25597163765147,131.32154950775885,153.74013670027364
Guizhou Province,13.34796372634384,999999.9999999995,22789.52234280745,1000000.0,142.18191103472776,131.22929601179422,153.68878761585697
Guizhou Province,13.537267060346762,999999.9999999995,23328.31627591133,1000000.0,142.10727916818183,131.13927421016217,153.63764637219626
Guizhou Province,13.729255129864352,999999.9999999995,23878.86588731746,1000000.0,142.05325313379387,131.049628039967,153.5994335065672
Guizhou Province,13.923966010321017,999999.9999999995,24441.41171574758,1000000.0,141.94980124470203,130.96034918792384,153.61565054184558
Guizhou Province,14.121438317133991,999999.9999999995,25016.198939797225,1000000.0,141.90318541109087,130.8714339297814,153.63549287291207
Guizhou Province,14.321711213371648,999999.9999999995,25603.477461856182,1000000.0,141.8042905938633,130.78287859999213,153.64262410070515
Guizhou Province,14.524824417520344,999999.9999999995,26203.501993430877,1000000.0,141.69336421734965,130.69467959047725,153.67074427210238
Guizhou Province,14.730818211361496,999999.9999999995,26816.532141892654,1000000.0,141.62552372156034,130.606833349424,153.69893972048257
Guizhou Province,14.939733447960323,999999.9999999995,27446.416546413428,1000000.0,141.58978010184268,130.51933638011494,153.6867510668693
Guizhou Province,15.151611559767899,999999.9999999995,28090.118702963027,1000000.0,141.53948021137302,130.4604985489866,153.65915180959692
Guizhou Province,15.36649456683814,999999.9999999995,28747.82897054624,1000000.0,141.44963536536088,130.36370962997484,153.60135102949766
Guizhou Province,15.584425085161254,999999.9999999995,29419.83419495712,1000000.0,141.34466794067527,130.26483774442914,153.51635303665833
Guizhou Province,15.80544633511545,999999.9999999995,30106.426770485523,1000000.0,141.28480629531376,130.16808598922614,153.49047159593204
Guizhou Province,16.029602150038478,999999.9999999995,30807.90474076018,1000000.0,141.24080139359376,130.08070444984907,153.50596767104298
Guizhou Province,16.25693698492072,999999.9999999995,31524.57190129565,1000000.0,141.1753338983736,129.9936539668327,153.52172246712755
Guizhou Province,16.487495925221637,999999.9999999995,32256.737903767946,1000000.0,141.10493853030346,129.88975616886765,153.49811696108566
Guizhou Province,16.721324695811123,999999.9999999995,33004.71836204253,1000000.0,141.0497889069525,129.7799318394447,153.47264648448802
Guizhou Province,16.9584696700378,999999.9999999995,33768.83495998644,1000000.0,140.9745366999343,129.70497804220852,153.44743290489518
Guizhou Province,17.198977878925845,999999.9999999995,34549.41556108648,1000000.0,140.8959671063394,129.62150652412237,153.4223680297513
Guizhou Province,17.442897020502272,999999.9999999995,35347.13933423013,1000000.0,140.81460434071138,129.52085347432288,153.39720859737182
Guizhou Province,17.690275469256502,999999.9999999995,36163.14445830936,1000000.0,140.74633381560375,129.4204460459422,153.37074066925058
Guizhou Province,17.941162285734062,999999.9999999995,36996.73228419539,1000000.0,140.68274472113563,129.32028242416845,153.34441430733025
Guizhou Province,18.195607226266368,999999.9999999995,37947.549427061786,1000000.0,140.63155086391401,129.22036082110702,153.31822821473673
Guizhou Province,18.453660752838495,999999.9999999995,38959.660163957866,1000000.0,140.58742237255547,129.14133220464382,153.2936306090414
Guizhou Province,18.715374043096883,999999.9999999995,40000.27235244401,1000000.0,140.5318737671772,129.10402327199975,153.2702560039565
Guizhou Province,18.98079900049901,999999.9999999995,41069.24475754798,1000000.0,140.45717935238414,129.05717333974843,153.24702495016578
Guizhou Province,19.249988264606937,999999.9999999995,42166.79352534813,1000000.0,140.41295926253338,128.97376675527428,153.22393614852015
Guizhou Province,19.5229952215269,999999.9999999995,43293.69400456643,1000000.0,140.39143987626363,128.89074896136967,153.20098831764147
Guizhou Province,19.799874014496957,999999.9999999995,44450.7430211905,1000000.0,140.34981030838503,128.8040927238667,153.17818019358927
Guizhou Province,20.080679554624734,999999.9999999995,45638.75948720225,1000000.0,140.29144314969966,128.67678235204446,153.15551052953634
Guizhou Province,20.365467531777558,999999.9999999995,46858.5850269688,1000000.0,140.23465022964314,128.54980810645594,153.1326991734812
Guizhou Province,20.65429442562691,999999.9999999995,48111.08462183882,1000000.0,140.17979737860534,128.42316744358928,153.10944720595333
Guizhou Province,20.947217516849612,999999.9999999995,49397.14727346913,1000000.0,140.11953617667461,128.30657386169898,153.0853385392061
Guizhou Province,21.244294898487812,1000000.0,50717.68668645353,1000000.0,140.04972392120456,128.18686094664903,153.06084165874668
Guizhou Province,21.54558548747015,1000000.0,52073.64197081571,1000000.0,140.0011177131384,128.08953606334663,153.03647240154856
Guizhou Province,21.851149036296203,1000000.0,53465.97836497401,1000000.0,139.96196226050643,127.9988359262609,153.01222966183713
Guizhou Province,22.161046144886758,1000000.0,54895.68797977388,1000000.0,139.89972971161595,127.91001295921764,152.98811234832618
Guizhou Province,22.475338272602087,1000000.0,56363.79056422888,1000000.0,139.84880913048494,127.81957294101616,152.96411938395823
Guizhou Province,22.794087750430666,1000000.0,57871.33429361225,1000000.0,139.80896044688672,127.72935814315642,152.94024970565118
Guizhou Province,23.11735779335081,1000000.0,59349.63278906348,1000000.0,139.7556394636743,127.61507462466584,152.9165022640497
Guizhou Province,23.44521251286752,1000000.0,60743.44145720829,1000000.0,139.69509384776507,127.49823287652701,152.89287602328366
Guizhou Province,23.777716929727255,1000000.0,62168.530012503645,1000000.0,139.63796727964552,127.38162980417482,152.86936996073084
Guizhou Province,24.11493698681292,1000000.0,63625.57642930106,1000000.0,139.5715925966336,127.26741217345685,152.84598306678507
Guizhou Province,24.456939562221798,1000000.0,65115.272925348494,1000000.0,139.50360715718452,127.17155393469451,152.8227143446295
Guizhou Province,24.80379248252897,1000000.0,66638.32625159647,1000000.0,139.4420396676921,127.08174448895694,152.7995628100155
Guizhou Province,25.155564536238728,1000000.0,68195.457987691,1000000.0,139.37958808420152,127.01167705931219,152.77652749104507
Guizhou Province,25.5123254874269,1000000.0,69787.4048432766,1000000.0,139.32334671057362,126.9418664400303,152.75360742795928
Guizhou Province,25.874146089576563,1000000.0,71414.91896519846,1000000.0,139.27123803508238,126.87231054026972,152.7308016729306
Guizhou Province,26.241098099610003,1000000.0,73078.76825073324,1000000.0,139.20165116328113,126.8030072958293,152.70810928985986
Guizhou Province,26.613254292119716,1000000.0,74779.73666695433,1000000.0,139.15625645967947,126.7339546686907,152.68552935417736
Guizhou Province,26.990688473801132,1000000.0,76518.62457634431,1000000.0,139.12084548565062,126.61051555135776,152.66306095264878
Guizhou Province,27.37347549809014,1000000.0,78296.24906877642,1000000.0,139.03792130449753,126.47670331624326,152.66940575822116
Guizhou Province,27.761691280008147,1000000.0,80113.44429998571,1000000.0,138.9603008350491,126.35550889517508,152.62325887968944
Guizhou Province,28.155412811217662,1000000.0,81971.06183664556,1000000.0,138.90602562818174,126.22913155131236,152.60325510812635
Guizhou Province,28.554718175291498,1000000.0,83869.97100818169,1000000.0,138.85919276327456,126.09846275123147,152.66146367941798
Guizhou Province,28.959686563198343,1000000.0,85811.0592654406,1000000.0,138.80048655375504,125.96995769268091,152.7194952568762
Guizhou Province,29.370398289008122,1000000.0,87795.23254634943,1000000.0,138.75769364086858,125.8416989131809,152.7083590046228
Guizhou Province,29.786934805820028,1000000.0,89823.4156486922,1000000.0,138.71738750257018,125.71356865789323,152.6698155276826
Guizhou Province,30.209378721916416,1000000.0,91896.55261014035,1000000.0,138.65901762074242,125.5855665634869,152.63121893665365
Guizhou Province,30.637813817145886,1000000.0,94015.60709565993,1000000.0,138.63291020625113,125.45769227217463,152.5919823306169
Guizhou Province,31.0723250595386,1000000.0,96181.56279246556,1000000.0,138.57496229564805,125.33019535970007,152.55111924530323
Guizhou Province,31.512998622157287,1000000.0,98395.42381260752,1000000.0,138.5251435942026,125.20411002991672,152.51030121644675
Guizhou Province,31.95992190018734,1000000.0,100658.21510339824,1000000.0,138.49378983159033,125.09100727792449,152.46952805499512
Guizhou Province,32.413183528269066,1000000.0,102970.98286576779,1000000.0,138.4415432023917,125.01428485602328,152.42879957462037
Guizhou Province,32.872873398075946,1000000.0,105334.79498073611,1000000.0,138.3917413932184,124.9377289698433,152.38811559167107
Guizhou Province,33.33908267614208,1000000.0,107750.74144412015,1000000.0,138.3708780985818,124.86133851356607,152.3497433720637
Guizhou Province,33.81190382194251,1000000.0,110219.93480966847,1000000.0,138.33485988602365,124.78511239480294,152.32912475394556
Guizhou Province,34.29143060623001,1000000.0,112743.5106407289,1000000.0,138.29345340117328,124.70913514025985,152.3430254504202
Guizhou Province,34.777758129631756,1000000.0,115357.88304696577,1000000.0,138.21968074494512,124.6339089483717,152.36548322195287
Guizhou Province,35.27098284150995,1000000.0,118145.19465161681,1000000.0,138.16215003647574,124.55884525906875,152.3903945179404
Guizhou Province,35.77120255908979,1000000.0,120998.16587314682,1000000.0,138.0996489404667,124.47639430821592,152.4216444243945
Guizhou Province,36.27851648685876,1000000.0,123918.31555891721,1000000.0,138.0431980020567,124.31330146944524,152.45307940683722
Guizhou Province,36.79302523624112,1000000.0,126907.19714881029,1000000.0,137.9737792923837,124.15041319234254,152.48469773908047
Guizhou Province,37.31483084555123,1000000.0,129966.3994511493,1000000.0,137.9045102476959,123.98772890388823,152.51649771364552
Guizhou Province,37.84403680023004,1000000.0,133097.54743573777,1000000.0,137.83538988459975,123.82524803801684,152.54847764147652
Guizhou Province,38.38074805336851,1000000.0,136302.30304440425,1000000.0,137.7569439438817,123.66297003549208,152.58063585165868
Guizhou Province,38.925071046522056,1000000.0,139582.3660194212,1000000.0,137.67559440246163,123.55586798139953,152.60983494506758
Guizhou Province,39.477113730820356,1000000.0,142939.4747501857,1000000.0,137.62563065871205,123.45625627044079,152.5782280901051
Guizhou Province,40.036985588376254,1000000.0,146375.40713855895,1000000.0,137.55318219310652,123.3576156686202,152.6033261823579
Guizhou Province,40.60479765399853,1000000.0,149891.98148328715,1000000.0,137.4770091178757,123.25969794702146,152.62866862287024
Guizhou Province,41.18066253721253,1000000.0,153491.05738387,1000000.0,137.39256497043388,123.16194902303612,152.65425351913106
Guizhou Province,41.76469444459312,1000000.0,157174.53666435098,1000000.0,137.33460875243549,123.04087423377501,152.68007899848757
Guizhou Province,42.35700920241426,1000000.0,160944.36431744002,1000000.0,137.2768120209275,122.91205182149909,152.7061432078513
Guizhou Province,42.95772427961995,1000000.0,164802.52946936607,1000000.0,137.21917369244323,122.78337646007117,152.73244431340885
Guizhou Province,43.56695881112087,1000000.0,168710.97782760052,1000000.0,137.17570048724494,122.67605919744915,152.75898050033896
Guizhou Province,44.18483362142138,1000000.0,171892.41310501183,1000000.0,137.1370072527876,122.60385306853156,152.78480589830835
Guizhou Province,44.811471248581796,1000000.0,175126.47442701712,1000000.0,137.09231790546494,122.53238308191352,152.810540377453
Guizhou Province,45.4469959685202,1000000.0,178422.88162674816,1000000.0,137.0515139137367,122.46112852170896,152.83650300863889
Guizhou Province,46.09153381965914,1000000.0,181778.1768598336,1000000.0,137.0171361094546,122.39008793289065,152.82502696101855
Guizhou Province,46.745212627921816,1000000.0,185973.66082262417,1000000.0,136.98205009883765,122.30293246406728,152.80874182552972
Guizhou Province,47.4081620320827,1000000.0,190690.17993900186,1000000.0,136.96590561962563,122.23666517612153,152.79255165545152
Guizhou Province,48.08051350947784,1000000.0,195543.46487460198,1000000.0,136.93080435576863,122.17058617422396,152.77645574580734
Guizhou Province,48.76240040207953,1000000.0,200519.9632860347,1000000.0,136.8776524328482,122.10469421658057,152.76045339899554
Guizhou Province,49.45395794294104,1000000.0,205622.8148462598,1000000.0,136.8341382663902,121.99714197941819,152.74454392468462
Guizhou Province,50.15532328301627,1000000.0,210855.23976503222,1000000.0,136.79085448450763,121.88013824848758,152.72872663970975
Guizhou Province,50.86663551835972,1000000.0,216220.54087169937,1000000.0,136.72199246365432,121.76328388541666,152.71300086797172
Guizhou Province,51.588035717712415,1000000.0,221722.10575235388,1000000.0,136.65592856086244,121.64657850025053,152.69736594033756
Guizhou Province,52.31966695047871,1000000.0,227363.4089427696,1000000.0,136.62003687811193,121.53444519884488,152.69147872755164
Guizhou Province,53.061674315100234,1000000.0,233148.01417860575,1000000.0,136.56914434297715,121.43903851143904,152.68839635815783
Guizhou Province,53.81420496783201,1000000.0,239079.57670438846,1000000.0,136.52253172258645,121.30987659054358,152.6734945431001
Guizhou Province,54.57740815192676,1000000.0,245161.8456427924,1000000.0,136.48199578632045,121.2265604694988,152.65780075295186
Guizhou Province,55.35143522723317,1000000.0,251398.6664258304,1000000.0,136.43947932701496,121.14615905502698,152.64205610517934
Guizhou Province,56.136439700213714,1000000.0,257793.98328962145,1000000.0,136.37672559146085,121.0626568013081,152.62643416981896
Guizhou Province,56.93257725438844,1000000.0,264015.764169664,1000000.0,136.3155868167329,120.98930352693753,152.61093405329564
Guizhou Province,57.74000578121039,1000000.0,270278.1315870327,1000000.0,136.2643279428296,120.90990652666991,152.5955548709121
Guizhou Province,58.55888541137887,1000000.0,276686.01054824545,1000000.0,136.20910872649335,120.83064869970762,152.58029574672867
Guizhou Province,59.38937854659699,1000000.0,283242.72670793044,1000000.0,136.17195808004055,120.75152931814554,152.56515581344456
Guizhou Province,60.231649891779306,1000000.0,289951.6805648167,1000000.0,136.10697935904136,120.67254766159843,152.5501342122822
Guizhou Province,61.085866487716494,1000000.0,296816.34911963326,1000000.0,136.04267954349004,120.5937030170955,152.53523009287272
Guizhou Province,61.95219774420314,1000000.0,303840.28756911063,1000000.0,135.9656645938358,120.51499467897635,152.52044261314418
Guizhou Province,62.83081547363551,1000000.0,311027.1310368571,1000000.0,135.92555625848897,120.43028724261862,152.50577093921058
Guizhou Province,63.72189392508554,1000000.0,318380.59634191514,1000000.0,135.8937936703078,120.29892336016061,152.4882845340202
Guizhou Province,64.6256098188583,1000000.0,325904.4838057415,1000000.0,135.84340543827085,120.17087998274205,152.4680218113841
Guizhou Province,65.5421423815395,1000000.0,333602.67909852957,1000000.0,135.77190181889534,120.1056084247748,152.44786406756384
Guizhou Province,66.47167338154003,1000000.0,341479.15512565133,1000000.0,135.71597924213108,119.97900117152427,152.4307480169092
Guizhou Province,67.41438716514465,1000000.0,349537.9739550312,1000000.0,135.6644886266481,119.85689869179981,152.41672058566076
Guizhou Province,68.37047069307174,1000000.0,357783.2887864596,1000000.0,135.6288867781175,119.77569919149545,152.40277194015093
Guizhou Province,69.34011357755182,1000000.0,366219.3459635756,1000000.0,135.5765671829447,119.69491075905584,152.38890153740584
Guizhou Province,70.32350811993174,1000000.0,374850.48702957353,1000000.0,135.52245190810174,119.58771861470659,152.37510883962034
Guizhou Province,71.32084934881225,1000000.0,383681.15082747844,1000000.0,135.48890293590304,119.48904869452578,152.361393314091
Guizhou Province,72.33233505872647,1000000.0,392715.8756459275,1000000.0,135.4431163937667,119.39719932413144,152.34775443315093
Guizhou Province,73.35816584936677,1000000.0,401959.3014115026,1000000.0,135.37926182101666,119.29517776769899,152.33419167410472
Guizhou Province,74.39854516536812,1000000.0,411416.1719285577,1000000.0,135.3166340447625,119.16688127916672,152.32070451916516
Guizhou Province,75.4536793366556,1000000.0,421091.3371675019,1000000.0,135.2747693953399,119.03873326064914,152.30729245539115
Guizhou Province,76.52377761936408,1000000.0,430989.75560270407,1000000.0,135.21829643162386,118.91073345301211,152.29395497462593
Guizhou Province,77.60905223733846,1000000.0,441116.49660088535,1000000.0,135.14893402620305,118.78457119124867,152.2806915734366
Guizhou Province,78.70971842422203,1000000.0,451476.7428612664,1000000.0,135.07378208876275,118.67006544930618,152.26750175305503
Guizhou Province,79.82599446614215,1000000.0,462075.7929084106,1000000.0,134.996658060539,118.55570771475196,152.25438501931896
Guizhou Province,80.95810174500113,1000000.0,472919.06363896385,1000000.0,134.9327176403914,118.4414976959077,152.25713740646214
Guizhou Province,82.10626478238105,1000000.0,484012.0929234051,1000000.0,134.89292879124537,118.32743510346619,152.2512711218847
Guizhou Province,83.27071128407144,1000000.0,495360.5422640226,1000000.0,134.86717124598533,118.21351965045325,152.24782788433245
Guizhou Province,84.45167218522809,1000000.0,506970.1995101862,1000000.0,134.84154771148263,118.0997510521897,152.263435200298
Guizhou Province,85.64938169617268,1000000.0,518846.981632298,1000000.0,134.80334372238718,117.9861290262538,152.27913204764323
Guizhou Province,86.86407734884176,1000000.0,530996.9375555032,1000000.0,134.76302721126575,117.87265329244514,152.29491774314965
Guizhou Province,88.09600004389442,1000000.0,543426.2510545013,1000000.0,134.71229926603948,117.7606149829987,152.3107916094432
Guizhou Province,89.34539409848846,1000000.0,556141.24371079,1000000.0,134.66424818817927,117.64874184336642,152.32675297492543
Guizhou Province,90.61250729473338,1000000.0,569148.3779335817,1000000.0,134.6181232990889,117.5388657684929,152.34280117370557
Guizhou Province,91.89759092883128,1000000.0,582454.2600457369,1000000.0,134.57756549513704,117.46399256017291,152.35893554553394
Guizhou Province,93.20089986091428,1000000.0,596065.643436212,1000000.0,134.54207575784073,117.38931261821439,152.37515543573664
Guizhou Province,94.52269256558895,1000000.0,609989.4317801846,1000000.0,134.49610075958077,117.31482482160294,152.3908726849506
Guizhou Province,95.86323118319729,1000000.0,624232.6823286287,1000000.0,134.4465376345781,117.24052805951105,152.4037204746743
Guizhou Province,97.22278157180497,1000000.0,638802.6092683945,1000000.0,134.3919716854627,117.16642123117296,152.41666210305377
Guizhou Province,98.60161335992683,1000000.0,653706.5871546328,1000000.0,134.3472737385676,117.09250324576155,152.42969685352347
Guizhou Province,100.0,1000000.0,668952.154416931,1000000.0,134.32438553485986,117.01877302226742,152.44282401560997
Sichuan Province,3.0,51.04805474550058,25.40001671725645,157.23496810050395,78.18991072560738,72.00357029765738,85.0127541441636
Sichuan Province,3.04254656467847,52.17436796976064,25.713748118997312,164.133696802263,78.10183005848597,71.88005663557584,84.88323287611075
Sichuan Province,3.0856965327455863,53.423212206344914,26.074635674549874,170.98494462422767,77.98141505483656,71.75763116182605,84.7539900834773
Sichuan Province,3.129458461781783,54.62685599394061,26.398031591353128,177.74743454356096,77.86225923550808,71.6362680432881,84.62502103732167
Sichuan Province,3.1738410307327114,55.836057383437165,26.72344991334617,185.559117000862,77.77700723229408,71.51594238022963,84.51592003992197
Sichuan Province,3.2188530416304615,57.000612300550245,27.050948011180587,193.54292345228234,77.65805067316712,71.39663016164558,84.4174892358822
Sichuan Province,3.2645034213392017,58.200085450857145,27.40261730900429,201.86149154458175,77.52838642570478,71.27863306509124,84.3190319920566
Sichuan Province,3.310801223325567,59.46966305450279,27.768066794545245,210.56373600691455,77.41021818426007,71.16188707443224,84.22027052503552
Sichuan Province,3.3577556294541595,60.61098107194968,28.07944173351935,219.66958974422116,77.2869261518139,71.03980170641331,84.12175313559376
Sichuan Province,3.405375951808516,61.819159969915994,28.39071125573867,229.20014649352638,77.17534645825633,70.90183133923517,84.02347552748216
Sichuan Province,3.453671634537891,63.1547200002104,28.695945850257324,239.17773592632318,77.08201515367773,70.75123969853007,83.89453584429677
Sichuan Province,3.502652255730246,64.64131771953791,29.011822868102325,249.6260041023523,76.98304868267203,70.57458749430472,83.75207220720843
Sichuan Province,3.552327529311785,65.98726586532756,29.32156528243811,260.5699996916682,76.87385005974579,70.43616514990606,83.60896698632583
Sichuan Province,3.6027073069734423,67.46274662906686,29.63111223847375,272.0362664171352,76.76520562432442,70.3277182885853,83.46791052751085
Sichuan Province,3.65380158012469,68.94578427893168,29.941201502622505,284.0406614689824,76.65591711473957,70.21873045017253,83.412208903389
Sichuan Province,3.7056204818750467,70.40421523152864,30.252363650260484,296.57968851062634,76.54756001375623,70.08566202448314,83.28576784442997
Sichuan Province,3.7581742890437,71.81925360520577,30.606661642935684,308.1560362108771,76.45000098346574,69.95323258458444,83.30560485427571
Sichuan Province,3.811473424197621,73.22190493241706,30.975638159268883,322.6580773491234,76.34849384652352,69.84857328671336,83.25065886826424
Sichuan Province,3.8655284577185847,74.54930187300667,31.346307674129207,338.1526002598049,76.23572371934343,69.77422805839322,83.14808951658209
Sichuan Province,3.9203501098995153,75.89407763924524,32.00592770195121,353.4436562772584,76.13812044395517,69.63867632897667,83.03818415979445
Sichuan Province,3.9759492530705436,77.256445293202,32.37017327579408,369.49964693877115,76.03802758424737,69.6317993361826,82.92841878968261
Sichuan Province,4.032336913755238,79.11750501207797,32.72775951669811,386.3324824080478,75.95976447143484,69.55969287086329,82.81879288290118
Sichuan Province,4.089524274857395,80.91389124477683,33.273970915403055,406.08535811799214,75.86566388359196,69.46512681864381,83.35543350319753
Sichuan Province,4.147522677878858,82.55396753537653,33.62838467308215,435.505199196606,75.75711391770051,69.41239030741293,83.25824293050613
Sichuan Province,4.206343625168789,84.63509065331544,33.98431061077748,458.5681682166227,75.65676107618683,69.30915099313417,83.15634316229057
Sichuan Province,4.265998782204827,86.38641459996683,34.33779577337971,482.87284962829153,75.54371345529236,69.20658914894476,83.06727221968136
Sichuan Province,4.326499979906612,88.1960983779316,34.64427426794494,514.1955320851822,75.4560600129877,69.10469236423275,82.97205598208502
Sichuan Province,4.387859216982109,89.769710687541,34.95019255450269,546.8055996153012,75.35976483684126,68.99977414719783,82.87725277719669
Sichuan Province,4.450088662307227,91.4566842816739,35.27758019645764,572.5464828714291,75.27519166807164,68.87971965582314,82.78285554432605
Sichuan Province,4.513200657339153,93.14823850268426,35.64389988386859,599.5909489202769,75.18988200370104,68.76075566782367,82.68830113957101
Sichuan Province,4.577207718563951,94.8433449529309,36.01335442175179,628.1319823360418,75.09586414128763,68.64273744226172,82.60849181984602
