Province,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Gansu Province,0.5486957217391310,0.5692769608695650,0.32442426000000000,0.38453876051087000,0.17328285489130400,0.7867312336956520,0.2622804098478260,0.14095399010869600,0.4426537108695650,0.28873132102173900,0.7299515778260870,0.7587707576086960,0.2846291938043480,0.38223189782608700,0.5267223765,0.05144956923913040,0.2647130889130440,0.35840183086956500,0.12048844138043500,0.3488858048152170,0.7290607832608700,0.20893741532608700,0.13827405913043500,0.07727712065217390,0.3322656557608700,0.7902056426086960,0.21113062708695600,0.617005125,0.15685338032608700,0.2853530148913040,1.047467586521740,0.1550721502173910,0.040672064778260900,0.9316015395652170,0.43843941586956500,0.30627528260869600,1.2945360423913000,0.4151195491304350,2.4793364250000000,4.5283849963043500,1.5207175076087000,1.1157613239130400,0.21536414608695700,0.4826925782608700,1.3819636369565200,1.461396179347830,0.47216021086956500,0.9159014250000000,0.6660250532608700,3.759998820652170,1.629472529347830,0.5082977445652170,0.8432442391304350,0.9680930843478260,1.7605379739130400,3.6919332293478300,5.133290233695650,1.8333903423913000,0.565817643097826,0.8048194434782610,2.4668772750000000,4.327560391304350
Hebei Province,76.37382195652170,55.65878706521740,71.85811989130440,46.86328663043480,67.26128380434780,58.6425502173913,61.18932619565220,78.75530168478260,31.759892608695700,30.637047130434800,44.165196586956500,81.54135195652170,40.43147625,29.20434163043480,53.86421934782610,17.067553434782600,28.060381173913000,56.926614619565200,34.004453184782600,38.04928336956520,66.69602364130440,27.446747282608700,54.42991532608700,40.41445940217390,39.54401706521740,30.799988804347800,40.10627377173910,44.54329353260870,38.31038119565220,35.49976884782610,43.371131086956500,49.8667402173913,21.025496739130400,84.9773925,27.175582173913000,38.97781923913040,129.4542029347830,73.58489804347830,93.16485195652180,108.42988695652200,70.88791206521740,79.32746836956520,39.69755608695650,40.335763695652200,95.89022608695650,60.877153369565200,54.09675489130440,48.077033478260900,73.72102108695650,86.88674445652170,67.08986021739130,57.91149880434780,89.87298652173910,71.99461760869570,64.9483943478261,76.4219797826087,114.02550782608700,143.9552347826090,101.58584869565200,67.0855822826087,60.944033152173900,104.15827858695700
Liaoning Province,6.549990505434780,3.4834438956521700,3.4319070586956500,3.2090849608695700,3.854178997826090,4.2814281613205,9.197186875434780,5.744099783641310,1.1077345438043500,1.644088529347830,1.2516152214130400,7.677817043478260,4.086139465076090,1.6215436369565200,1.5999975978260900,0.2700078554347830,1.8644171086956500,5.030845826086960,1.01085345,0.3197171739130440,11.279553715760900,8.326699366304350,6.993260706521740,4.282905893478260,0.09448708695652180,0.1356615156521740,1.647461633419570,11.595757255434800,5.117668982608700,1.7511356494565200,2.490468554347830,2.481982301347830,0.0,21.71202525,0.1760564100326090,0.2914579731521740,25.863363391304300,1.4131051483695700,20.402932989130400,32.188618076087000,8.948864797826090,11.305818963587000,0.1821348782608700,9.979220152173910,7.476649252826090,3.2826465133630400,5.675647539130440,3.048481936956520,5.867987820652170,3.3494730652173900,1.388513025,1.23542865,9.756331636304350,6.024049141304350,5.2677320869565200,16.452222554347800,23.215344554347800,41.94801117391310,15.779799446087000,11.915822582608700,12.118906198369600,11.607279026087000
Jilin Province,1.8642099482608700,2.6307012423913000,1.536674527173910,2.722670217391300,2.5253835114130400,1.2218685358695700,1.6664603135869600,3.5449858663043500,0.06136230228260870,2.4120970434782600,0.07940428923913040,3.9987383949782600,3.3112729076087000,1.9697073889891300,0.6810277402173910,0.3399729065217390,2.6572700543478300,5.0545766543478300,1.3897542169565200,3.186943224456520,5.636020998913040,12.514226625,0.8721370760869570,2.3708268880434800,0.16911840717391300,0.10423750108695700,0.3862981956521740,8.069221408695650,4.060046426086960,0.2780951801086960,0.3813316299782610,1.6757187838043500,0.011107960434782600,10.457888223913000,1.4017423437684800,0.34224487476847800,20.68007419565220,0.22180574054347800,10.394687543478300,19.437826891304300,10.957434172826100,3.015571424673910,0.5560501108695650,6.495504841956520,3.007072526086960,0.9924082366304350,9.625652872826090,3.6985295934782600,1.3214292789130400,8.28893347826087,3.146310714130440,1.130356866521740,2.2430221023913000,3.7630396369565200,3.0831057195652200,10.996047299347800,12.019274951087000,19.387553282608700,4.940488144565220,7.821915622826090,13.105219367680400,4.165945610869570
Xinjiang Uyghur Autonomous Region,13.117711597826100,19.253167141304300,14.621693184782600,12.176883489130400,18.885117619565200,18.934986913043500,11.508304597826100,17.34126720652170,11.787572836956500,10.924061282608700,16.65687707608700,10.219153206521700,21.539236206521700,22.699495173913000,19.85486595652170,10.380267,19.393989260869600,27.038456413043500,15.08182327173910,18.314535619565200,16.30598315869570,18.986722239130400,17.764479,15.966207000000000,16.384343282608700,21.795313989130400,15.429110380434800,16.220959239130400,8.867194728260870,15.205543923913000,14.103670695652200,9.512629728260870,5.389696809782610,17.722802934782600,13.542480782608700,14.583574173913000,23.377920260869600,17.931891717391300,18.540208076087000,21.417702358695700,24.61616510869570,21.631090108695700,12.364308000000000,21.440483804347800,20.30662408695650,25.584716739130400,22.49586293478260,28.151898260869600,13.23743781521740,23.29489222826090,23.550938706521700,16.727567282608700,21.62880195652170,19.77823927173910,39.07673608695650,30.708313239130400,29.195771380434800,28.54199210869570,26.90463756521740,14.432345608695700,30.558045619565200,40.26058434782610
Inner Mongolia Autonomous Region,3.047651608695650,1.7091707282608700,1.3582439804347800,1.9959854576087000,1.7678634358695700,1.540035841304350,2.1040654372826100,3.5198309347826100,0.5142944396739130,1.6095053054347800,4.144582182717390,5.728147141304350,1.8732839967391300,1.6798400119565200,2.0842035260869600,0.33778872019565200,1.5614032428587000,2.4056742228260900,0.9546741000000000,3.4262158010869600,5.843425754347830,5.334673167391300,1.6634954054347800,2.1825209885869600,0.5449999304347830,0.5099361652173910,1.2038207605434800,4.9769909510869600,1.987666131521740,0.6062958616304350,2.7709681891304300,1.2008748365217400,0.08582797594565220,5.0116762173913000,1.2239547319565200,0.4631272698913040,12.141723815217400,1.4006033178260900,12.328983391304300,19.258633760869600,11.431859996739100,5.047348079347830,0.9512144070652170,5.191450023913040,7.8902301521739100,2.611181729347830,6.691663105434780,5.082562310869570,2.328104925,12.472186490217400,3.729864091304350,1.0925467532608700,2.647142872826090,4.404861939130440,2.9626655771739100,9.907648449456520,14.50566322826090,12.572556358695700,3.7010990250000000,5.982747094565220,6.51526275326087,6.118065195652170
Heilongjiang Province,1.0637316645652200,0.4679682681521740,0.8069356936956520,1.328473222826090,2.0072493540978300,0.33555679434782600,0.274086808923913,2.6453723507608700,0.2161984597826090,1.5598337155434800,0.025344483260869600,1.350361221588590,3.600755452173910,1.8377542467391300,0.29938117989130400,0.9437483641304350,3.2228917557065200,3.606052304347830,0.9283174963043480,5.686858042826090,3.4573461945652200,16.824439711956500,0.18784075695652200,0.8028988175543480,0.3329111055619570,0.07634867282608700,0.31676274489130400,5.98451122173913,5.305449836739130,0.29141549021739100,0.23166566122500000,1.4358708821739100,0.008250518152173910,4.5201096195652200,2.2112575826087000,0.5052822065217390,13.112049179347800,0.11510454130434800,12.332321872826100,17.05658683695650,13.09715893369570,1.7964417105000000,0.6286579826086960,5.2788485377173900,1.6615520217391300,1.7984683076087000,4.66133568847826,4.576680195652170,0.6164754701086960,13.654529823913000,4.355236927173910,2.3116566815217400,0.7945252464130440,2.9486288582608700,2.6445687652173900,6.287588706521740,9.090552933586960,7.8314625978260900,1.701150270652170,5.218362958695650,13.967882993152200,2.644816732826090
Macau Special Administrative Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hong Kong Special Administrative Region,0.0032606965760869600,0.003809998506521740,0.0029848266195652200,0.0030171684130434800,0.002563964755434780,0.002683103233695650,0.003812400489130440,0.00306555217826087,0.003123956641304350,0.003216849945652170,0.0031232024315217400,0.003019248195652170,0.002270867634782610,0.0029242780826087000,0.0024232845032608700,0.002571737380434780,0.003532823510869570,0.0033342229956521700,0.0032269889739130400,0.003876789717391300,0.0031553983663043500,0.003192806484782610,0.004095353641304350,0.003394007608695650,0.002658188739130440,0.0036447856043478300,0.0036814157608695700,0.003464479633695650,0.003931562602173910,0.004387803847826090,0.003940582010869570,0.0036206559782608700,0.004109304130434780,0.003032507416304350,0.003352024438043480,0.0043487147934782600,0.0028518239347826100,0.004772993576086960,0.004363192760869570,0.0043213095,0.003758079952173910,0.004629922826086960,0.004644998413043480,0.004403766619565220,0.003885648945652170,0.004160262560869570,0.004404514891304350,0.003110401623913040,0.004488983373913040,0.004046789210869570,0.004665250467391300,0.004172680076086960,0.003686950956521740,0.005261462413043480,0.005153633021739130,0.004621323619565220,0.004560028239130440,0.003650724293478260,0.004237860717391310,0.005007389282608700,0.004319559000000000,0.004451829554347830
Guangzhou Province,127.64157456521700,144.75885847826100,116.29765173913000,113.43600097826100,93.90902967391300,104.39170092391300,145.91333739130400,114.88367054347800,123.80217554347800,119.40525782608700,108.85964380434800,112.72512130434800,84.88934902173910,101.69912152173900,96.31141239130430,88.79007423913040,132.46155684782600,124.27353684782600,124.44973239130400,142.81193347826100,121.42634967391300,123.76819173913000,154.32949663043500,125.90252902173900,103.99378108695700,130.36195956521700,132.1844654347830,130.44394565217400,150.4134547826090,170.83093108695700,142.5700956521740,132.20659858695700,148.73602597826100,97.30710391304350,120.08849967391300,142.9618725,96.76281815217390,185.6149679347830,148.4625825,164.1595275,133.58744510869600,149.48512239130400,186.16147141304300,158.05762434782600,152.87945967391300,159.27217141304300,181.2751385869570,129.87473184782600,177.22250510869600,163.1957429347830,186.39807554347800,162.2846445652170,140.46748826087000,197.56625576087000,185.77026684782600,187.57583608695700,173.4610275,145.6932590217390,180.0304786956520,217.59616956521700,189.0100486956520,182.37188543478300
