"","est","2.5%","97.5%"
"mu0",4.98446991865737,4.88982133129781,5.06681497225328
"sigma0",0.247209879020758,0.187508700459018,0.298816705603264
"alpha_GMST",0.274413400351456,0.088702127668231,0.446349045165732
"disp",0.0470602377660615,0.0353318825948229,0.0574006855354751
"event_magnitude",290.728301611782,290.728301611782,290.728301611782
"return_period",22.26355223431,9.6888434274026,102.191539324919
"PR",36.5309459379755,2.90678709192217,2597.58568160637
"dI_abs",81.5696465376389,29.3557868161752,120.562999009278
"dI_rel",38.9989343298864,11.2314073635882,70.8505277762062
"aic",639.163280136715,606.432458037877,660.312407939539
"n",62,1000,0
