"","est","2.5%","97.5%"
"mu0",4.89290648663683,4.80211633266783,4.97696392369791
"sigma0",0.253898825693133,0.203825150953988,0.295677666025457
"alpha_GMST",0.234057612991968,0.0378101968324093,0.434743842823343
"disp",0.0495703439340056,0.0393719197470995,0.0575845365539253
"event_magnitude",278.939155162317,278.939155162317,278.939155162317
"return_period",44.4543765439497,13.6579461630672,361.771377526747
"PR",24.1269261457758,1.62800982531478,1137.20086563911
"dI_abs",68.3046263801304,12.3732572134933,113.384550776131
"dI_rel",32.4280291436752,4.64173487569502,68.487709900621
"aic",629.292563362699,602.053659389528,647.948049031313
"n",62,1000,0
