"","est","2.5%","97.5%"
"mu0",4.81005506793304,4.66505265767639,4.94319893500485
"sigma0",0.343881675295321,0.273894058680246,0.393781288313786
"alpha_GMST",0.229317045943655,-0.0448520765562966,0.502622036498702
"disp",0.0683050418876057,0.0537627124030082,0.0786643061773796
"event_magnitude",301.530983774839,301.530983774839,301.530983774839
"return_period",40.1029239491583,13.6086111968931,275.543564559339
"PR",8.6620303568074,0.632326870482338,311.809083191641
"dI_abs",72.5377809383024,-16.6744113760858,136.567138112731
"dI_rel",31.6768271021924,-5.23980064126733,82.7861024174115
"aic",656.421358715397,627.189452776493,676.673563372075
"n",62,1000,0
