"","est","2.5%","97.5%"
"mu0",4.36060587911543,4.17260978204157,4.51692599504951
"sigma0",0.421786785139595,0.344655938206048,0.482786745244877
"alpha_GMST",0.277055758673906,-0.080487429042785,0.632251052677874
"disp",0.0910637617764141,0.0753008843220337,0.103515220593783
"event_magnitude",281.40622100039,281.40622100039,281.40622100039
"return_period",118.671045034249,25.563590510378,3424.60194593212
"PR",11.3697142159833,0.454467902258914,296.051810583316
"dI_abs",79.5950745864607,-28.5354658464736,149.63094867593
"dI_rel",39.4403758171046,-9.20671969982765,113.550096673169
"aic",628.174416688441,600.307890604801,647.445446417207
"n",62,1000,0
